source	target	label
ETH-BIB-Tal_der_Torrent_mit_Mt._Viso_von_W.-Mittelmeerflug_1928-LBS_MH02-05-0099.tif	Aerial photographs by Walter Mittelholzer	Aerial photographs by Walter Mittelholzer
ETH-BIB-Tal_der_Torrent_mit_Mt._Viso_von_W.-Mittelmeerflug_1928-LBS_MH02-05-0099.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Tal_der_Torrent_mit_Mt._Viso_von_W.-Mittelmeerflug_1928-LBS_MH02-05-0099.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Tal_der_Torrent_mit_Mt._Viso_von_W.-Mittelmeerflug_1928-LBS_MH02-05-0099.tif	ETH-BIB Mittelholzer-Mediterranean flight 1928	ETH-BIB Mittelholzer-Mediterranean flight 1928
ETH-BIB-Tal_der_Torrent_mit_Mt._Viso_von_W.-Mittelmeerflug_1928-LBS_MH02-05-0099.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Tal_der_Torrent_mit_Mt._Viso_von_W.-Mittelmeerflug_1928-LBS_MH02-05-0099.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Tal_der_Torrent_mit_Mt._Viso_von_W.-Mittelmeerflug_1928-LBS_MH02-05-0099.tif	PD-old-75	PD-old-75
ETH-BIB-Tal_der_Torrent_mit_P._Ramière_von_S.W._aus_4500_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0097.tif	Aerial photographs by Walter Mittelholzer	Aerial photographs by Walter Mittelholzer
ETH-BIB-Tal_der_Torrent_mit_P._Ramière_von_S.W._aus_4500_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0097.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Tal_der_Torrent_mit_P._Ramière_von_S.W._aus_4500_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0097.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Tal_der_Torrent_mit_P._Ramière_von_S.W._aus_4500_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0097.tif	ETH-BIB Mittelholzer-Mediterranean flight 1928	ETH-BIB Mittelholzer-Mediterranean flight 1928
ETH-BIB-Tal_der_Torrent_mit_P._Ramière_von_S.W._aus_4500_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0097.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Tal_der_Torrent_mit_P._Ramière_von_S.W._aus_4500_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0097.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Tal_der_Torrent_mit_P._Ramière_von_S.W._aus_4500_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0097.tif	PD-old-75	PD-old-75
ETH-BIB-Tal_des_Sefid_Rud-Persienflug_1924-1925-LBS_MH02-02-0118-AL-FL.tif	Aerial photographs by Walter Mittelholzer	Aerial photographs by Walter Mittelholzer
ETH-BIB-Tal_des_Sefid_Rud-Persienflug_1924-1925-LBS_MH02-02-0118-AL-FL.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Tal_des_Sefid_Rud-Persienflug_1924-1925-LBS_MH02-02-0118-AL-FL.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Tal_des_Sefid_Rud-Persienflug_1924-1925-LBS_MH02-02-0118-AL-FL.tif	ETH-BIB Mittelholzer-Persia flight 1924-1925	ETH-BIB Mittelholzer-Persia flight 1924-1925
ETH-BIB-Tal_des_Sefid_Rud-Persienflug_1924-1925-LBS_MH02-02-0118-AL-FL.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Tal_des_Sefid_Rud-Persienflug_1924-1925-LBS_MH02-02-0118-AL-FL.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Tal_des_Sefid_Rud-Persienflug_1924-1925-LBS_MH02-02-0118-AL-FL.tif	PD-old-75	PD-old-75
ETH-BIB-Tal_von_Briançon_mit_Mt._Viso_von_N.W._aus_4600_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0124.tif	Aerial photographs by Walter Mittelholzer	Aerial photographs by Walter Mittelholzer
ETH-BIB-Tal_von_Briançon_mit_Mt._Viso_von_N.W._aus_4600_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0124.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Tal_von_Briançon_mit_Mt._Viso_von_N.W._aus_4600_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0124.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Tal_von_Briançon_mit_Mt._Viso_von_N.W._aus_4600_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0124.tif	ETH-BIB Mittelholzer-Mediterranean flight 1928	ETH-BIB Mittelholzer-Mediterranean flight 1928
ETH-BIB-Tal_von_Briançon_mit_Mt._Viso_von_N.W._aus_4600_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0124.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Tal_von_Briançon_mit_Mt._Viso_von_N.W._aus_4600_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0124.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Tal_von_Briançon_mit_Mt._Viso_von_N.W._aus_4600_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0124.tif	PD-old-75	PD-old-75
ETH-BIB-Tal_von_St._Laurent_von_S.O._aus_4200_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0092.tif	Aerial photographs by Walter Mittelholzer	Aerial photographs by Walter Mittelholzer
ETH-BIB-Tal_von_St._Laurent_von_S.O._aus_4200_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0092.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Tal_von_St._Laurent_von_S.O._aus_4200_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0092.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Tal_von_St._Laurent_von_S.O._aus_4200_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0092.tif	ETH-BIB Mittelholzer-Mediterranean flight 1928	ETH-BIB Mittelholzer-Mediterranean flight 1928
ETH-BIB-Tal_von_St._Laurent_von_S.O._aus_4200_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0092.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Tal_von_St._Laurent_von_S.O._aus_4200_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0092.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Tal_von_St._Laurent_von_S.O._aus_4200_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0092.tif	PD-old-75	PD-old-75
ETH-BIB-Tal_zwischen_Tunis_und_Algier-Nordafrikaflug_1932-LBS_MH02-13-0068.tif	Aerial photographs by Walter Mittelholzer	Aerial photographs by Walter Mittelholzer
ETH-BIB-Tal_zwischen_Tunis_und_Algier-Nordafrikaflug_1932-LBS_MH02-13-0068.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Tal_zwischen_Tunis_und_Algier-Nordafrikaflug_1932-LBS_MH02-13-0068.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Tal_zwischen_Tunis_und_Algier-Nordafrikaflug_1932-LBS_MH02-13-0068.tif	ETH-BIB Mittelholzer-North Africa flight 1932	ETH-BIB Mittelholzer-North Africa flight 1932
ETH-BIB-Tal_zwischen_Tunis_und_Algier-Nordafrikaflug_1932-LBS_MH02-13-0068.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Tal_zwischen_Tunis_und_Algier-Nordafrikaflug_1932-LBS_MH02-13-0068.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Tal_zwischen_Tunis_und_Algier-Nordafrikaflug_1932-LBS_MH02-13-0068.tif	PD-old-75	PD-old-75
ETH-BIB-Tal_zwischen_Tunis_und_Algier-Nordafrikaflug_1932-LBS_MH02-13-0077.tif	Aerial photographs by Walter Mittelholzer	Aerial photographs by Walter Mittelholzer
ETH-BIB-Tal_zwischen_Tunis_und_Algier-Nordafrikaflug_1932-LBS_MH02-13-0077.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Tal_zwischen_Tunis_und_Algier-Nordafrikaflug_1932-LBS_MH02-13-0077.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Tal_zwischen_Tunis_und_Algier-Nordafrikaflug_1932-LBS_MH02-13-0077.tif	ETH-BIB Mittelholzer-North Africa flight 1932	ETH-BIB Mittelholzer-North Africa flight 1932
ETH-BIB-Tal_zwischen_Tunis_und_Algier-Nordafrikaflug_1932-LBS_MH02-13-0077.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Tal_zwischen_Tunis_und_Algier-Nordafrikaflug_1932-LBS_MH02-13-0077.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Tal_zwischen_Tunis_und_Algier-Nordafrikaflug_1932-LBS_MH02-13-0077.tif	PD-old-75	PD-old-75
ETH-BIB-Tal_zwischen_Tunis_und_Algier-Nordafrikaflug_1932-LBS_MH02-13-0078.tif	Aerial photographs by Walter Mittelholzer	Aerial photographs by Walter Mittelholzer
ETH-BIB-Tal_zwischen_Tunis_und_Algier-Nordafrikaflug_1932-LBS_MH02-13-0078.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Tal_zwischen_Tunis_und_Algier-Nordafrikaflug_1932-LBS_MH02-13-0078.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Tal_zwischen_Tunis_und_Algier-Nordafrikaflug_1932-LBS_MH02-13-0078.tif	ETH-BIB Mittelholzer-North Africa flight 1932	ETH-BIB Mittelholzer-North Africa flight 1932
ETH-BIB-Tal_zwischen_Tunis_und_Algier-Nordafrikaflug_1932-LBS_MH02-13-0078.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Tal_zwischen_Tunis_und_Algier-Nordafrikaflug_1932-LBS_MH02-13-0078.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Tal_zwischen_Tunis_und_Algier-Nordafrikaflug_1932-LBS_MH02-13-0078.tif	PD-old-75	PD-old-75
ETH-BIB-Tanger-Nordafrikaflug_1932-LBS_MH02-13-0463.tif	All media needing categories as of 2016	All media needing categories as of 2016
ETH-BIB-Tanger-Nordafrikaflug_1932-LBS_MH02-13-0463.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Tanger-Nordafrikaflug_1932-LBS_MH02-13-0463.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Tanger-Nordafrikaflug_1932-LBS_MH02-13-0463.tif	ETH-BIB Mittelholzer-North Africa flight 1932	ETH-BIB Mittelholzer-North Africa flight 1932
ETH-BIB-Tanger-Nordafrikaflug_1932-LBS_MH02-13-0463.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Tanger-Nordafrikaflug_1932-LBS_MH02-13-0463.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Tanger-Nordafrikaflug_1932-LBS_MH02-13-0463.tif	Media needing categories as of 23 December 2016	Media needing categories as of 23 December 2016
ETH-BIB-Tanger-Nordafrikaflug_1932-LBS_MH02-13-0463.tif	PD-old-75	PD-old-75
ETH-BIB-Tanger-Nordafrikaflug_1932-LBS_MH02-13-0464.tif	All media needing categories as of 2016	All media needing categories as of 2016
ETH-BIB-Tanger-Nordafrikaflug_1932-LBS_MH02-13-0464.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Tanger-Nordafrikaflug_1932-LBS_MH02-13-0464.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Tanger-Nordafrikaflug_1932-LBS_MH02-13-0464.tif	ETH-BIB Mittelholzer-North Africa flight 1932	ETH-BIB Mittelholzer-North Africa flight 1932
ETH-BIB-Tanger-Nordafrikaflug_1932-LBS_MH02-13-0464.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Tanger-Nordafrikaflug_1932-LBS_MH02-13-0464.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Tanger-Nordafrikaflug_1932-LBS_MH02-13-0464.tif	Media needing categories as of 23 December 2016	Media needing categories as of 23 December 2016
ETH-BIB-Tanger-Nordafrikaflug_1932-LBS_MH02-13-0464.tif	PD-old-75	PD-old-75
ETH-BIB-Tanger-Nordafrikaflug_1932-LBS_MH02-13-0474.tif	Aerial photographs by Walter Mittelholzer	Aerial photographs by Walter Mittelholzer
ETH-BIB-Tanger-Nordafrikaflug_1932-LBS_MH02-13-0474.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Tanger-Nordafrikaflug_1932-LBS_MH02-13-0474.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Tanger-Nordafrikaflug_1932-LBS_MH02-13-0474.tif	ETH-BIB Mittelholzer-North Africa flight 1932	ETH-BIB Mittelholzer-North Africa flight 1932
ETH-BIB-Tanger-Nordafrikaflug_1932-LBS_MH02-13-0474.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Tanger-Nordafrikaflug_1932-LBS_MH02-13-0474.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Tanger-Nordafrikaflug_1932-LBS_MH02-13-0474.tif	PD-old-75	PD-old-75
ETH-BIB-Tanger-Nordafrikaflug_1932-LBS_MH02-13-0475.tif	Aerial photographs by Walter Mittelholzer	Aerial photographs by Walter Mittelholzer
ETH-BIB-Tanger-Nordafrikaflug_1932-LBS_MH02-13-0475.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Tanger-Nordafrikaflug_1932-LBS_MH02-13-0475.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Tanger-Nordafrikaflug_1932-LBS_MH02-13-0475.tif	ETH-BIB Mittelholzer-North Africa flight 1932	ETH-BIB Mittelholzer-North Africa flight 1932
ETH-BIB-Tanger-Nordafrikaflug_1932-LBS_MH02-13-0475.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Tanger-Nordafrikaflug_1932-LBS_MH02-13-0475.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Tanger-Nordafrikaflug_1932-LBS_MH02-13-0475.tif	PD-old-75	PD-old-75
ETH-BIB-Tanger-Nordafrikaflug_1932-LBS_MH02-13-0476.tif	Aerial photographs by Walter Mittelholzer	Aerial photographs by Walter Mittelholzer
ETH-BIB-Tanger-Nordafrikaflug_1932-LBS_MH02-13-0476.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Tanger-Nordafrikaflug_1932-LBS_MH02-13-0476.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Tanger-Nordafrikaflug_1932-LBS_MH02-13-0476.tif	ETH-BIB Mittelholzer-North Africa flight 1932	ETH-BIB Mittelholzer-North Africa flight 1932
ETH-BIB-Tanger-Nordafrikaflug_1932-LBS_MH02-13-0476.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Tanger-Nordafrikaflug_1932-LBS_MH02-13-0476.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Tanger-Nordafrikaflug_1932-LBS_MH02-13-0476.tif	PD-old-75	PD-old-75
ETH-BIB-Tänzerinnen_in_den_Rosengärten_von_Sevilla-Mittelmeerflug_1928-LBS_MH02-04-0188.tif	All media needing categories as of 2016	All media needing categories as of 2016
ETH-BIB-Tänzerinnen_in_den_Rosengärten_von_Sevilla-Mittelmeerflug_1928-LBS_MH02-04-0188.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Tänzerinnen_in_den_Rosengärten_von_Sevilla-Mittelmeerflug_1928-LBS_MH02-04-0188.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Tänzerinnen_in_den_Rosengärten_von_Sevilla-Mittelmeerflug_1928-LBS_MH02-04-0188.tif	ETH-BIB Mittelholzer-Mediterranean flight 1928	ETH-BIB Mittelholzer-Mediterranean flight 1928
ETH-BIB-Tänzerinnen_in_den_Rosengärten_von_Sevilla-Mittelmeerflug_1928-LBS_MH02-04-0188.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Tänzerinnen_in_den_Rosengärten_von_Sevilla-Mittelmeerflug_1928-LBS_MH02-04-0188.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Tänzerinnen_in_den_Rosengärten_von_Sevilla-Mittelmeerflug_1928-LBS_MH02-04-0188.tif	Media needing categories as of 23 December 2016	Media needing categories as of 23 December 2016
ETH-BIB-Tänzerinnen_in_den_Rosengärten_von_Sevilla-Mittelmeerflug_1928-LBS_MH02-04-0188.tif	PD-old-75	PD-old-75
ETH-BIB-Tänzerinnen_in_den_Rosengärten_von_Sevilla-Mittelmeerflug_1928-LBS_MH02-04-0189.tif	All media needing categories as of 2016	All media needing categories as of 2016
ETH-BIB-Tänzerinnen_in_den_Rosengärten_von_Sevilla-Mittelmeerflug_1928-LBS_MH02-04-0189.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Tänzerinnen_in_den_Rosengärten_von_Sevilla-Mittelmeerflug_1928-LBS_MH02-04-0189.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Tänzerinnen_in_den_Rosengärten_von_Sevilla-Mittelmeerflug_1928-LBS_MH02-04-0189.tif	ETH-BIB Mittelholzer-Mediterranean flight 1928	ETH-BIB Mittelholzer-Mediterranean flight 1928
ETH-BIB-Tänzerinnen_in_den_Rosengärten_von_Sevilla-Mittelmeerflug_1928-LBS_MH02-04-0189.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Tänzerinnen_in_den_Rosengärten_von_Sevilla-Mittelmeerflug_1928-LBS_MH02-04-0189.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Tänzerinnen_in_den_Rosengärten_von_Sevilla-Mittelmeerflug_1928-LBS_MH02-04-0189.tif	Media needing categories as of 23 December 2016	Media needing categories as of 23 December 2016
ETH-BIB-Tänzerinnen_in_den_Rosengärten_von_Sevilla-Mittelmeerflug_1928-LBS_MH02-04-0189.tif	PD-old-75	PD-old-75
ETH-BIB-Tänzerinnen_in_den_Rosengärten_von_Sevilla-Mittelmeerflug_1928-LBS_MH02-04-0202.tif	All media needing categories as of 2016	All media needing categories as of 2016
ETH-BIB-Tänzerinnen_in_den_Rosengärten_von_Sevilla-Mittelmeerflug_1928-LBS_MH02-04-0202.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Tänzerinnen_in_den_Rosengärten_von_Sevilla-Mittelmeerflug_1928-LBS_MH02-04-0202.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Tänzerinnen_in_den_Rosengärten_von_Sevilla-Mittelmeerflug_1928-LBS_MH02-04-0202.tif	ETH-BIB Mittelholzer-Mediterranean flight 1928	ETH-BIB Mittelholzer-Mediterranean flight 1928
ETH-BIB-Tänzerinnen_in_den_Rosengärten_von_Sevilla-Mittelmeerflug_1928-LBS_MH02-04-0202.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Tänzerinnen_in_den_Rosengärten_von_Sevilla-Mittelmeerflug_1928-LBS_MH02-04-0202.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Tänzerinnen_in_den_Rosengärten_von_Sevilla-Mittelmeerflug_1928-LBS_MH02-04-0202.tif	Media needing categories as of 23 December 2016	Media needing categories as of 23 December 2016
ETH-BIB-Tänzerinnen_in_den_Rosengärten_von_Sevilla-Mittelmeerflug_1928-LBS_MH02-04-0202.tif	PD-old-75	PD-old-75
ETH-BIB-Tarifa_aus_800_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0032.tif	Aerial photographs by Walter Mittelholzer	Aerial photographs by Walter Mittelholzer
ETH-BIB-Tarifa_aus_800_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0032.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Tarifa_aus_800_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0032.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Tarifa_aus_800_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0032.tif	ETH-BIB Mittelholzer-Mediterranean flight 1928	ETH-BIB Mittelholzer-Mediterranean flight 1928
ETH-BIB-Tarifa_aus_800_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0032.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Tarifa_aus_800_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0032.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Tarifa_aus_800_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0032.tif	PD-old-75	PD-old-75
ETH-BIB-Taubenturm_(Oase_Viramin)-Persienflug_1924-1925-LBS_MH02-02-0072-AL-FL.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Taubenturm_(Oase_Viramin)-Persienflug_1924-1925-LBS_MH02-02-0072-AL-FL.tif	Black and white photographs by Walter Mittelholzer	Black and white photographs by Walter Mittelholzer
ETH-BIB-Taubenturm_(Oase_Viramin)-Persienflug_1924-1925-LBS_MH02-02-0072-AL-FL.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Taubenturm_(Oase_Viramin)-Persienflug_1924-1925-LBS_MH02-02-0072-AL-FL.tif	ETH-BIB Mittelholzer-Persia flight 1924-1925	ETH-BIB Mittelholzer-Persia flight 1924-1925
ETH-BIB-Taubenturm_(Oase_Viramin)-Persienflug_1924-1925-LBS_MH02-02-0072-AL-FL.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Taubenturm_(Oase_Viramin)-Persienflug_1924-1925-LBS_MH02-02-0072-AL-FL.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Taubenturm_(Oase_Viramin)-Persienflug_1924-1925-LBS_MH02-02-0072-AL-FL.tif	PD-old-75	PD-old-75
ETH-BIB-Taubenturm_(Oase_Viramin)-Persienflug_1924-1925-LBS_MH02-02-0073-AL-FL.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Taubenturm_(Oase_Viramin)-Persienflug_1924-1925-LBS_MH02-02-0073-AL-FL.tif	Black and white photographs by Walter Mittelholzer	Black and white photographs by Walter Mittelholzer
ETH-BIB-Taubenturm_(Oase_Viramin)-Persienflug_1924-1925-LBS_MH02-02-0073-AL-FL.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Taubenturm_(Oase_Viramin)-Persienflug_1924-1925-LBS_MH02-02-0073-AL-FL.tif	ETH-BIB Mittelholzer-Persia flight 1924-1925	ETH-BIB Mittelholzer-Persia flight 1924-1925
ETH-BIB-Taubenturm_(Oase_Viramin)-Persienflug_1924-1925-LBS_MH02-02-0073-AL-FL.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Taubenturm_(Oase_Viramin)-Persienflug_1924-1925-LBS_MH02-02-0073-AL-FL.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Taubenturm_(Oase_Viramin)-Persienflug_1924-1925-LBS_MH02-02-0073-AL-FL.tif	PD-old-75	PD-old-75
ETH-BIB-Tausende_von_Wildebeest_(Gnu),_so_weit_der_Blick_reicht,_rennen_mit_unserem_Flugzeug_über_die_Serengeti_um_die_Wette-Kilimanjaroflug_1929-30-LBS_MH02-07-0060.tif	Aerial photographs by Walter Mittelholzer	Aerial photographs by Walter Mittelholzer
ETH-BIB-Tausende_von_Wildebeest_(Gnu),_so_weit_der_Blick_reicht,_rennen_mit_unserem_Flugzeug_über_die_Serengeti_um_die_Wette-Kilimanjaroflug_1929-30-LBS_MH02-07-0060.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Tausende_von_Wildebeest_(Gnu),_so_weit_der_Blick_reicht,_rennen_mit_unserem_Flugzeug_über_die_Serengeti_um_die_Wette-Kilimanjaroflug_1929-30-LBS_MH02-07-0060.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Tausende_von_Wildebeest_(Gnu),_so_weit_der_Blick_reicht,_rennen_mit_unserem_Flugzeug_über_die_Serengeti_um_die_Wette-Kilimanjaroflug_1929-30-LBS_MH02-07-0060.tif	ETH-BIB Mittelholzer-Kilimanjaro flight 1929-1930	ETH-BIB Mittelholzer-Kilimanjaro flight 1929-1930
ETH-BIB-Tausende_von_Wildebeest_(Gnu),_so_weit_der_Blick_reicht,_rennen_mit_unserem_Flugzeug_über_die_Serengeti_um_die_Wette-Kilimanjaroflug_1929-30-LBS_MH02-07-0060.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Tausende_von_Wildebeest_(Gnu),_so_weit_der_Blick_reicht,_rennen_mit_unserem_Flugzeug_über_die_Serengeti_um_die_Wette-Kilimanjaroflug_1929-30-LBS_MH02-07-0060.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Tausende_von_Wildebeest_(Gnu),_so_weit_der_Blick_reicht,_rennen_mit_unserem_Flugzeug_über_die_Serengeti_um_die_Wette-Kilimanjaroflug_1929-30-LBS_MH02-07-0060.tif	PD-old-75	PD-old-75
ETH-BIB-Tegerfelden_mit_Surbtal_aus_600_m-Inlandflüge-LBS_MH01-002646.tif	All media needing categories as of 2017	All media needing categories as of 2017
ETH-BIB-Tegerfelden_mit_Surbtal_aus_600_m-Inlandflüge-LBS_MH01-002646.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Tegerfelden_mit_Surbtal_aus_600_m-Inlandflüge-LBS_MH01-002646.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Tegerfelden_mit_Surbtal_aus_600_m-Inlandflüge-LBS_MH01-002646.tif	ETH-BIB Mittelholzer-Inland flights	ETH-BIB Mittelholzer-Inland flights
ETH-BIB-Tegerfelden_mit_Surbtal_aus_600_m-Inlandflüge-LBS_MH01-002646.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Tegerfelden_mit_Surbtal_aus_600_m-Inlandflüge-LBS_MH01-002646.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Tegerfelden_mit_Surbtal_aus_600_m-Inlandflüge-LBS_MH01-002646.tif	Media needing categories as of 25 February 2017	Media needing categories as of 25 February 2017
ETH-BIB-Tegerfelden_mit_Surbtal_aus_600_m-Inlandflüge-LBS_MH01-002646.tif	Media needing categories where timestamp category does not exist	Media needing categories where timestamp category does not exist
ETH-BIB-Tegerfelden_mit_Surbtal_aus_600_m-Inlandflüge-LBS_MH01-002646.tif	PD-old-75	PD-old-75
ETH-BIB-Teheran_(Garten_des_Schah)_aus_200_m_Höhe-Persienflug_1924-1925-LBS_MH02-02-0087-AL-FL.tif	Aerial photographs by Walter Mittelholzer	Aerial photographs by Walter Mittelholzer
