source	target	label
ETH-BIB-Aerodrome_Malta_aus_2000_m_Höhe-Kilimanjaroflug_1929-30-LBS_MH02-07-0141.tif	1929 in aviation in Malta	1929 in aviation in Malta
ETH-BIB-Aerodrome_Malta_aus_2000_m_Höhe-Kilimanjaroflug_1929-30-LBS_MH02-07-0141.tif	Aerial photographs by Walter Mittelholzer	Aerial photographs by Walter Mittelholzer
ETH-BIB-Aerodrome_Malta_aus_2000_m_Höhe-Kilimanjaroflug_1929-30-LBS_MH02-07-0141.tif	Aerial photographs of airports in Malta	Aerial photographs of airports in Malta
ETH-BIB-Aerodrome_Malta_aus_2000_m_Höhe-Kilimanjaroflug_1929-30-LBS_MH02-07-0141.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Aerodrome_Malta_aus_2000_m_Höhe-Kilimanjaroflug_1929-30-LBS_MH02-07-0141.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Aerodrome_Malta_aus_2000_m_Höhe-Kilimanjaroflug_1929-30-LBS_MH02-07-0141.tif	ETH-BIB Mittelholzer-Kilimanjaro flight 1929-1930	ETH-BIB Mittelholzer-Kilimanjaro flight 1929-1930
ETH-BIB-Aerodrome_Malta_aus_2000_m_Höhe-Kilimanjaroflug_1929-30-LBS_MH02-07-0141.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Aerodrome_Malta_aus_2000_m_Höhe-Kilimanjaroflug_1929-30-LBS_MH02-07-0141.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Aerodrome_Malta_aus_2000_m_Höhe-Kilimanjaroflug_1929-30-LBS_MH02-07-0141.tif	PD-old-75	PD-old-75
ETH-BIB-Aerodrome_Malta_aus_2000_m_Höhe-Kilimanjaroflug_1929-30-LBS_MH02-07-0141.tif	RAF Hal Far	RAF Hal Far
ETH-BIB-Aesch_an_der_Birs_aus_500_m-Inlandflüge-LBS_MH01-002854-AL.tif	All media needing categories as of 2017	All media needing categories as of 2017
ETH-BIB-Aesch_an_der_Birs_aus_500_m-Inlandflüge-LBS_MH01-002854-AL.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Aesch_an_der_Birs_aus_500_m-Inlandflüge-LBS_MH01-002854-AL.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Aesch_an_der_Birs_aus_500_m-Inlandflüge-LBS_MH01-002854-AL.tif	ETH-BIB Mittelholzer-Inland flights	ETH-BIB Mittelholzer-Inland flights
ETH-BIB-Aesch_an_der_Birs_aus_500_m-Inlandflüge-LBS_MH01-002854-AL.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Aesch_an_der_Birs_aus_500_m-Inlandflüge-LBS_MH01-002854-AL.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Aesch_an_der_Birs_aus_500_m-Inlandflüge-LBS_MH01-002854-AL.tif	Media needing categories as of 25 February 2017	Media needing categories as of 25 February 2017
ETH-BIB-Aesch_an_der_Birs_aus_500_m-Inlandflüge-LBS_MH01-002854-AL.tif	Media needing categories where timestamp category does not exist	Media needing categories where timestamp category does not exist
ETH-BIB-Aesch_an_der_Birs_aus_500_m-Inlandflüge-LBS_MH01-002854-AL.tif	PD-old-75	PD-old-75
ETH-BIB-Aetna_(oberster_Krater)_aus_3200_m_Höhe-Mittelmeerflug_1928-LBS_MH02-04-0154.tif	Aerial photographs by Walter Mittelholzer	Aerial photographs by Walter Mittelholzer
ETH-BIB-Aetna_(oberster_Krater)_aus_3200_m_Höhe-Mittelmeerflug_1928-LBS_MH02-04-0154.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Aetna_(oberster_Krater)_aus_3200_m_Höhe-Mittelmeerflug_1928-LBS_MH02-04-0154.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Aetna_(oberster_Krater)_aus_3200_m_Höhe-Mittelmeerflug_1928-LBS_MH02-04-0154.tif	ETH-BIB Mittelholzer-Mediterranean flight 1928	ETH-BIB Mittelholzer-Mediterranean flight 1928
ETH-BIB-Aetna_(oberster_Krater)_aus_3200_m_Höhe-Mittelmeerflug_1928-LBS_MH02-04-0154.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Aetna_(oberster_Krater)_aus_3200_m_Höhe-Mittelmeerflug_1928-LBS_MH02-04-0154.tif	Historical images of Mount Etna	Historical images of Mount Etna
ETH-BIB-Aetna_(oberster_Krater)_aus_3200_m_Höhe-Mittelmeerflug_1928-LBS_MH02-04-0154.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Aetna_(oberster_Krater)_aus_3200_m_Höhe-Mittelmeerflug_1928-LBS_MH02-04-0154.tif	PD-old-75	PD-old-75
ETH-BIB-Aetna_aus_2600_m_Höhe-Kilimanjaroflug_1929-30-LBS_MH02-07-0155.tif	Aerial photographs by Walter Mittelholzer	Aerial photographs by Walter Mittelholzer
ETH-BIB-Aetna_aus_2600_m_Höhe-Kilimanjaroflug_1929-30-LBS_MH02-07-0155.tif	Aetna	Aetna
ETH-BIB-Aetna_aus_2600_m_Höhe-Kilimanjaroflug_1929-30-LBS_MH02-07-0155.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Aetna_aus_2600_m_Höhe-Kilimanjaroflug_1929-30-LBS_MH02-07-0155.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Aetna_aus_2600_m_Höhe-Kilimanjaroflug_1929-30-LBS_MH02-07-0155.tif	ETH-BIB Mittelholzer-Kilimanjaro flight 1929-1930	ETH-BIB Mittelholzer-Kilimanjaro flight 1929-1930
ETH-BIB-Aetna_aus_2600_m_Höhe-Kilimanjaroflug_1929-30-LBS_MH02-07-0155.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Aetna_aus_2600_m_Höhe-Kilimanjaroflug_1929-30-LBS_MH02-07-0155.tif	Historical images of Mount Etna	Historical images of Mount Etna
ETH-BIB-Aetna_aus_2600_m_Höhe-Kilimanjaroflug_1929-30-LBS_MH02-07-0155.tif	History of Etna	History of Etna
ETH-BIB-Aetna_aus_2600_m_Höhe-Kilimanjaroflug_1929-30-LBS_MH02-07-0155.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Aetna_aus_2600_m_Höhe-Kilimanjaroflug_1929-30-LBS_MH02-07-0155.tif	PD-old-75	PD-old-75
ETH-BIB-Aetna_aus_3300_m_Höhe-Mittelmeerflug_1928-LBS_MH02-04-0153.tif	Aerial photographs by Walter Mittelholzer	Aerial photographs by Walter Mittelholzer
ETH-BIB-Aetna_aus_3300_m_Höhe-Mittelmeerflug_1928-LBS_MH02-04-0153.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Aetna_aus_3300_m_Höhe-Mittelmeerflug_1928-LBS_MH02-04-0153.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Aetna_aus_3300_m_Höhe-Mittelmeerflug_1928-LBS_MH02-04-0153.tif	ETH-BIB Mittelholzer-Mediterranean flight 1928	ETH-BIB Mittelholzer-Mediterranean flight 1928
ETH-BIB-Aetna_aus_3300_m_Höhe-Mittelmeerflug_1928-LBS_MH02-04-0153.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Aetna_aus_3300_m_Höhe-Mittelmeerflug_1928-LBS_MH02-04-0153.tif	Historical images of Mount Etna	Historical images of Mount Etna
ETH-BIB-Aetna_aus_3300_m_Höhe-Mittelmeerflug_1928-LBS_MH02-04-0153.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Aetna_aus_3300_m_Höhe-Mittelmeerflug_1928-LBS_MH02-04-0153.tif	PD-old-75	PD-old-75
ETH-BIB-Aetna_von_N._aus_3200_m_Höhe-Kilimanjaroflug_1929-30-LBS_MH02-07-0005.tif	Aerial photographs by Walter Mittelholzer	Aerial photographs by Walter Mittelholzer
ETH-BIB-Aetna_von_N._aus_3200_m_Höhe-Kilimanjaroflug_1929-30-LBS_MH02-07-0005.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Aetna_von_N._aus_3200_m_Höhe-Kilimanjaroflug_1929-30-LBS_MH02-07-0005.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Aetna_von_N._aus_3200_m_Höhe-Kilimanjaroflug_1929-30-LBS_MH02-07-0005.tif	ETH-BIB Mittelholzer-Kilimanjaro flight 1929-1930	ETH-BIB Mittelholzer-Kilimanjaro flight 1929-1930
ETH-BIB-Aetna_von_N._aus_3200_m_Höhe-Kilimanjaroflug_1929-30-LBS_MH02-07-0005.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Aetna_von_N._aus_3200_m_Höhe-Kilimanjaroflug_1929-30-LBS_MH02-07-0005.tif	Historical images of Mount Etna	Historical images of Mount Etna
ETH-BIB-Aetna_von_N._aus_3200_m_Höhe-Kilimanjaroflug_1929-30-LBS_MH02-07-0005.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Aetna_von_N._aus_3200_m_Höhe-Kilimanjaroflug_1929-30-LBS_MH02-07-0005.tif	PD-old-75	PD-old-75
ETH-BIB-Aetna_von_Norden_aus_2500_m_Höhe-Mittelmeerflug_1928-LBS_MH02-04-0156.tif	Aerial photographs by Walter Mittelholzer	Aerial photographs by Walter Mittelholzer
ETH-BIB-Aetna_von_Norden_aus_2500_m_Höhe-Mittelmeerflug_1928-LBS_MH02-04-0156.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Aetna_von_Norden_aus_2500_m_Höhe-Mittelmeerflug_1928-LBS_MH02-04-0156.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Aetna_von_Norden_aus_2500_m_Höhe-Mittelmeerflug_1928-LBS_MH02-04-0156.tif	ETH-BIB Mittelholzer-Mediterranean flight 1928	ETH-BIB Mittelholzer-Mediterranean flight 1928
ETH-BIB-Aetna_von_Norden_aus_2500_m_Höhe-Mittelmeerflug_1928-LBS_MH02-04-0156.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Aetna_von_Norden_aus_2500_m_Höhe-Mittelmeerflug_1928-LBS_MH02-04-0156.tif	Historical images of Mount Etna	Historical images of Mount Etna
ETH-BIB-Aetna_von_Norden_aus_2500_m_Höhe-Mittelmeerflug_1928-LBS_MH02-04-0156.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Aetna_von_Norden_aus_2500_m_Höhe-Mittelmeerflug_1928-LBS_MH02-04-0156.tif	PD-old-75	PD-old-75
ETH-BIB-Affenkolonie_bei_Schlucht_von_Chiffa-Mittelmeerflug_1928-LBS_MH02-04-0182.tif	All media needing categories as of 2016	All media needing categories as of 2016
ETH-BIB-Affenkolonie_bei_Schlucht_von_Chiffa-Mittelmeerflug_1928-LBS_MH02-04-0182.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Affenkolonie_bei_Schlucht_von_Chiffa-Mittelmeerflug_1928-LBS_MH02-04-0182.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Affenkolonie_bei_Schlucht_von_Chiffa-Mittelmeerflug_1928-LBS_MH02-04-0182.tif	ETH-BIB Mittelholzer-Mediterranean flight 1928	ETH-BIB Mittelholzer-Mediterranean flight 1928
ETH-BIB-Affenkolonie_bei_Schlucht_von_Chiffa-Mittelmeerflug_1928-LBS_MH02-04-0182.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Affenkolonie_bei_Schlucht_von_Chiffa-Mittelmeerflug_1928-LBS_MH02-04-0182.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Affenkolonie_bei_Schlucht_von_Chiffa-Mittelmeerflug_1928-LBS_MH02-04-0182.tif	Media needing categories as of 23 December 2016	Media needing categories as of 23 December 2016
ETH-BIB-Affenkolonie_bei_Schlucht_von_Chiffa-Mittelmeerflug_1928-LBS_MH02-04-0182.tif	PD-old-75	PD-old-75
ETH-BIB-Afrikanischer_Hausbau-Kilimanjaroflug_1929-30-LBS_MH02-07-0025.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Afrikanischer_Hausbau-Kilimanjaroflug_1929-30-LBS_MH02-07-0025.tif	Black and white photographs by Walter Mittelholzer	Black and white photographs by Walter Mittelholzer
ETH-BIB-Afrikanischer_Hausbau-Kilimanjaroflug_1929-30-LBS_MH02-07-0025.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Afrikanischer_Hausbau-Kilimanjaroflug_1929-30-LBS_MH02-07-0025.tif	ETH-BIB Mittelholzer-Kilimanjaro flight 1929-1930	ETH-BIB Mittelholzer-Kilimanjaro flight 1929-1930
ETH-BIB-Afrikanischer_Hausbau-Kilimanjaroflug_1929-30-LBS_MH02-07-0025.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Afrikanischer_Hausbau-Kilimanjaroflug_1929-30-LBS_MH02-07-0025.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Afrikanischer_Hausbau-Kilimanjaroflug_1929-30-LBS_MH02-07-0025.tif	PD-old-75	PD-old-75
ETH-BIB-Ägerisee,_Rothenthurm,_Morgartenhöchi_v._S.-Inlandflüge-LBS_MH01-002377.tif	All media needing categories as of 2017	All media needing categories as of 2017
ETH-BIB-Ägerisee,_Rothenthurm,_Morgartenhöchi_v._S.-Inlandflüge-LBS_MH01-002377.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Ägerisee,_Rothenthurm,_Morgartenhöchi_v._S.-Inlandflüge-LBS_MH01-002377.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Ägerisee,_Rothenthurm,_Morgartenhöchi_v._S.-Inlandflüge-LBS_MH01-002377.tif	ETH-BIB Mittelholzer-Inland flights	ETH-BIB Mittelholzer-Inland flights
ETH-BIB-Ägerisee,_Rothenthurm,_Morgartenhöchi_v._S.-Inlandflüge-LBS_MH01-002377.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Ägerisee,_Rothenthurm,_Morgartenhöchi_v._S.-Inlandflüge-LBS_MH01-002377.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Ägerisee,_Rothenthurm,_Morgartenhöchi_v._S.-Inlandflüge-LBS_MH01-002377.tif	Media needing categories as of 25 February 2017	Media needing categories as of 25 February 2017
ETH-BIB-Ägerisee,_Rothenthurm,_Morgartenhöchi_v._S.-Inlandflüge-LBS_MH01-002377.tif	Media needing categories where timestamp category does not exist	Media needing categories where timestamp category does not exist
ETH-BIB-Ägerisee,_Rothenthurm,_Morgartenhöchi_v._S.-Inlandflüge-LBS_MH01-002377.tif	PD-old-75	PD-old-75
ETH-BIB-Ailefroide_-_Les_Ecrins_-_Glacier_de_l'Encula_von_N.O._aus_4700_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0118.tif	Aerial photographs by Walter Mittelholzer	Aerial photographs by Walter Mittelholzer
ETH-BIB-Ailefroide_-_Les_Ecrins_-_Glacier_de_l'Encula_von_N.O._aus_4700_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0118.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Ailefroide_-_Les_Ecrins_-_Glacier_de_l'Encula_von_N.O._aus_4700_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0118.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Ailefroide_-_Les_Ecrins_-_Glacier_de_l'Encula_von_N.O._aus_4700_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0118.tif	ETH-BIB Mittelholzer-Mediterranean flight 1928	ETH-BIB Mittelholzer-Mediterranean flight 1928
ETH-BIB-Ailefroide_-_Les_Ecrins_-_Glacier_de_l'Encula_von_N.O._aus_4700_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0118.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Ailefroide_-_Les_Ecrins_-_Glacier_de_l'Encula_von_N.O._aus_4700_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0118.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Ailefroide_-_Les_Ecrins_-_Glacier_de_l'Encula_von_N.O._aus_4700_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0118.tif	PD-old-75	PD-old-75
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0018.tif	1934 in Athens	1934 in Athens
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0018.tif	Aerial photographs by Walter Mittelholzer	Aerial photographs by Walter Mittelholzer
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0018.tif	Aerial photographs of the Acropolis of Athens	Aerial photographs of the Acropolis of Athens
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0018.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0018.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0018.tif	ETH-BIB Mittelholzer-Various flights abroad	ETH-BIB Mittelholzer-Various flights abroad
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0018.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0018.tif	Historical images of Athens	Historical images of Athens
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0018.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0018.tif	PD-old-75	PD-old-75
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0019.tif	1934 in Athens	1934 in Athens
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0019.tif	Aerial photographs by Walter Mittelholzer	Aerial photographs by Walter Mittelholzer
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0019.tif	Aerial photographs of the Acropolis of Athens	Aerial photographs of the Acropolis of Athens
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0019.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0019.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0019.tif	ETH-BIB Mittelholzer-Various flights abroad	ETH-BIB Mittelholzer-Various flights abroad
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0019.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0019.tif	Historical images of Athens	Historical images of Athens
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0019.tif	June 1934 in Greece	June 1934 in Greece
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0019.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0019.tif	PD-old-75	PD-old-75
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0020.tif	1934 in Athens	1934 in Athens
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0020.tif	Aerial photographs by Walter Mittelholzer	Aerial photographs by Walter Mittelholzer
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0020.tif	Aerial photographs of the Acropolis of Athens	Aerial photographs of the Acropolis of Athens
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0020.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0020.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0020.tif	ETH-BIB Mittelholzer-Various flights abroad	ETH-BIB Mittelholzer-Various flights abroad
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0020.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0020.tif	Historical images of Athens	Historical images of Athens
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0020.tif	June 1934 in Greece	June 1934 in Greece
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0020.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0020.tif	PD-old-75	PD-old-75
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0021.tif	1934 in Athens	1934 in Athens
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0021.tif	Aerial photographs by Walter Mittelholzer	Aerial photographs by Walter Mittelholzer
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0021.tif	Aerial photographs of the Acropolis of Athens	Aerial photographs of the Acropolis of Athens
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0021.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0021.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0021.tif	ETH-BIB Mittelholzer-Various flights abroad	ETH-BIB Mittelholzer-Various flights abroad
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0021.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0021.tif	Historical images of Athens	Historical images of Athens
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0021.tif	June 1934 in Greece	June 1934 in Greece
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0021.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0021.tif	PD-old-75	PD-old-75
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0022.tif	1934 in Athens	1934 in Athens
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0022.tif	Aerial photographs by Walter Mittelholzer	Aerial photographs by Walter Mittelholzer
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0022.tif	Aerial photographs of the Acropolis of Athens	Aerial photographs of the Acropolis of Athens
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0022.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0022.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0022.tif	ETH-BIB Mittelholzer-Various flights abroad	ETH-BIB Mittelholzer-Various flights abroad
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0022.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0022.tif	Historical images of Athens	Historical images of Athens
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0022.tif	June 1934 in Greece	June 1934 in Greece
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0022.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0022.tif	PD-old-75	PD-old-75
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0023.tif	1934 in Athens	1934 in Athens
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0023.tif	Aerial photographs by Walter Mittelholzer	Aerial photographs by Walter Mittelholzer
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0023.tif	Aerial photographs of the Acropolis of Athens	Aerial photographs of the Acropolis of Athens
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0023.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0023.tif	Black and white photographs by Walter Mittelholzer	Black and white photographs by Walter Mittelholzer
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0023.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0023.tif	ETH-BIB Mittelholzer-Various flights abroad	ETH-BIB Mittelholzer-Various flights abroad
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0023.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0023.tif	Historical images of Athens	Historical images of Athens
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0023.tif	June 1934 in Greece	June 1934 in Greece
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0023.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0023.tif	PD-old-75	PD-old-75
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0023.tif	Walter Mittelholzer	Walter Mittelholzer
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0024.tif	1934 in Athens	1934 in Athens
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0024.tif	Aerial photographs by Walter Mittelholzer	Aerial photographs by Walter Mittelholzer
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0024.tif	Aerial photographs of the Acropolis of Athens	Aerial photographs of the Acropolis of Athens
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0024.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0024.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0024.tif	ETH-BIB Mittelholzer-Various flights abroad	ETH-BIB Mittelholzer-Various flights abroad
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0024.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0024.tif	Historical images of Athens	Historical images of Athens
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0024.tif	June 1934 in Greece	June 1934 in Greece
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0024.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0024.tif	PD-old-75	PD-old-75
ETH-BIB-Akropolis-Weitere-LBS_MH02-26-0024.tif	Philopappos Hill	Philopappos Hill
ETH-BIB-Akropolis,_Athen-Kilimanjaroflug_1929-30-LBS_MH02-07-0138.tif	1934 in Athens	1934 in Athens
ETH-BIB-Akropolis,_Athen-Kilimanjaroflug_1929-30-LBS_MH02-07-0138.tif	Aerial photographs by Walter Mittelholzer	Aerial photographs by Walter Mittelholzer
