0	File:Aettenschwil 1953.jpg	Aettenschwil	de	article	9340	122	1.30620985011
1	File:AJZ Zürich ETH Bildarchiv Com L30-0048-0825.tif	Opernhaus Çatışması	tr	article	8983	122	1.35812089502
1	File:AJZ Zürich ETH Bildarchiv Com L30-0048-0825.tif	Jugendunruhen in der Schweiz	de	article	18353	122	0.664741459162
13	File:BassersdorffSwissair-19700713i.jpg	Bassersdorf	de	article	80994	50561	62.4256117737
31	File:BassersdorffSwissair-19800912v.jpg	Bassersdorf	de	article	80994	51356	63.4071659629
45	File:BassersdorffSwissair-19830814i.jpg	Altbach (Glatt)	de	article	23279	533	2.2896172516
71	File:BassersdorffWFriedli-19470728i.jpg	Bassersdorf	de	article	80994	48830	60.2884164259
75	File:Bellechasse 1987.jpg	Bellechasse FR	de	article	7230	914	12.6417704011
76	File:Beznau-1 im Bau 2.jpg	Kernkraftwerk Beznau	de	article	82562	15209	18.4213076234
77	File:Beznau-1 im Bau 3.jpg	Kernkraftwerk Beznau	de	article	82562	15933	19.2982243647
78	File:Beznau-1 im Bau.jpg	Kernkraftwerk Beznau	de	article	82562	14499	17.5613478356
80	File:Bilder vom Spitzbergenflug, Arthur Neumann, W. Mittelholzer.jpg	Arthur Neumann	de	article	19502	270	1.38447338734
83	File:Com F57-00018.tif	Solvay Schweiz	de	article	16817	4157	24.7190343105
84	File:Com LC0624-002-008.jpg	Grossbrand von Schweizerhalle	de	article	52845	24326	46.0327372504
87	File:Dornier Do K ETH-BIB-Flugzeug am Boden-Inlandflüge-LBS MH05-72-08.tiff	Dornier Do K	de	article	36921	13535	36.6593537553
89	File:Dornier Do K ETH-BIB-Gruppe Männer vor Flugzeug-Inlandflüge-LBS MH05-72-10.tiff	Dornier Do K	de	article	36921	14792	40.0639202622
