id	fle	w	c	o	tot
551	File:ETH-BIB-Adetswil, Heilpädagogisches Institut St. Michael-LBS H1-013900.tif	0	1	0	1
552	File:ETH-BIB-Adetswil, Heilpädagogisches Institut St. Michael-LBS H1-013901.tif	0	1	0	1
557	File:ETH-BIB-Adlemsried, Niedersimmental, Oberwil, Schibe, Obersimmenthal, Simmenegg, Bunschen v. S. W.-Inlandflüge-LBS MH01-004813.tif	0	1	0	1
558	File:ETH-BIB-Adlikon, Autofriedhof-LBS H1-028343.tif	0	1	0	1
561	File:ETH-BIB-Adliswil im Sihltal, Blick gegen Süden-Inlandflüge-LBS MH03-1783.tif	0	1	0	1
562	File:ETH-BIB-Adliswil mit See und Alpen-LBS H1-014110.tif	0	1	0	1
563	File:ETH-BIB-Adliswil mit Uetliberg-LBS H1-017059.tif	0	1	0	1
564	File:ETH-BIB-Adliswil mit Zürichsee-LBS H1-013217.tif	0	1	0	1
565	File:ETH-BIB-Adliswil v. N. W. aus 600 m-Inlandflüge-LBS MH01-006635.tif	0	1	0	1
566	File:ETH-BIB-Adliswil v. S. aus 600 m-Inlandflüge-LBS MH01-001715.tif	1	1	0	2
586	File:ETH-BIB-Adliswil-LBS H1-008905.tif	0	1	0	1
587	File:ETH-BIB-Adliswil-LBS H1-009645.tif	0	1	0	1
589	File:ETH-BIB-Adliswil-LBS H1-017215.tif	0	1	0	1
590	File:ETH-BIB-Adliswil-LBS H1-017308.tif	0	1	0	1
591	File:ETH-BIB-Adliswil-LBS H1-018549.tif	0	1	0	1
595	File:ETH-BIB-Adliswil-LBS H1-022706.tif	0	1	0	1
599	File:ETH-BIB-Adliswil-LBS H1-029092.tif	0	1	0	1
600	File:ETH-BIB-Adliswil-Sood, Textilfabrik-Inlandflüge-LBS MH03-1761.tif	0	1	0	1
567	File:ETH-BIB-Adliswil, Kilchberg-Inlandflüge-LBS MH01-001607.tif	0	1	0	1
568	File:ETH-BIB-Adliswil, Leimbach, Wollishofen, Uetliberg, Sood, Sihltal-LBS H1-009659.tif	0	1	0	1
570	File:ETH-BIB-Adliswil, Reitschule-LBS H1-027113.tif	0	1	0	1
576	File:ETH-BIB-Adliswil, Siedlung-LBS H1-029563.tif	0	1	0	1
578	File:ETH-BIB-Adliswil, Tschümperlin AG-LBS H1-027101.tif	0	1	0	1
585	File:ETH-BIB-Adliswil, Übersicht-Inlandflüge-LBS MH01-006972.tif	0	1	0	1
583	File:ETH-BIB-Adliswil, Zugersee-Inlandflüge-LBS MH05-69-10.tif	0	1	0	1
601	File:ETH-BIB-Adolph Saurer, Arbon-Inlandflüge-LBS MH03-1749.tif	0	1	0	1
607	File:ETH-BIB-Aedermannsdorf-LBS H1-018751.tif	0	1	0	1
608	File:ETH-BIB-Aefligen, Kirchberg-Inlandflüge-LBS MH01-006133.tif	0	1	0	1
609	File:ETH-BIB-Aefligen, Mülchi-Inlandflüge-LBS MH01-007312.tif	0	1	0	1
612	File:ETH-BIB-Aegeri, Spinnereien Ägeri-Inlandflüge-LBS MH03-0030.tif	0	1	0	1
613	File:ETH-BIB-Aegeri, Spinnereien Ägeri-Inlandflüge-LBS MH03-0031.tif	0	1	0	1
614	File:ETH-BIB-Aegeri, Spinnereien Ägeri-Inlandflüge-LBS MH03-0032.tif	1	1	0	2
632	File:ETH-BIB-Aerodrome de Genève, Fluplatz aus 50 m-Inlandflüge-LBS MH01-006654.tif	0	3	0	3
633	File:ETH-BIB-Aerodrome de Genève, Fluplatz-Inlandflüge-LBS MH01-006655.tif	0	1	0	1
634	File:ETH-BIB-Aerodrome de Genève, Fluplatz-Inlandflüge-LBS MH01-006656.tif	0	1	0	1
635	File:ETH-BIB-Aerodrome Malta aus 2000 m Höhe-Kilimanjaroflug 1929-30-LBS MH02-07-0141.tif	1	1	0	2
636	File:ETH-BIB-Aesch (bei Dornach), Florettspinnerei Angenstein-Inlandflüge-LBS MH03-0025.tif	0	1	0	1
637	File:ETH-BIB-Aesch (bei Dornach), Florettspinnerei Angenstein-Inlandflüge-LBS MH03-0028.tif	0	1	0	1
638	File:ETH-BIB-Aesch (bei Dornach), Florettspinnerei Angenstein-Inlandflüge-LBS MH03-0029.tif	0	1	0	1
639	File:ETH-BIB-Aesch an der Birs aus 500 m-Inlandflüge-LBS MH01-002854-AL.tif	0	1	0	1
640	File:ETH-BIB-Aesch bei Birmensdorf-LBS H1-009709.tif	0	1	0	1
641	File:ETH-BIB-Aesch bei Birmensdorf-LBS H1-025602.tif	0	1	0	1
643	File:ETH-BIB-Aesch bei Birmensdorf-LBS H1-025604.tif	0	1	0	1
644	File:ETH-BIB-Aesch bei Birmensdorf-LBS H1-029087.tif	0	1	0	1
649	File:ETH-BIB-Aesch v. N. O. aus 2000 m-Inlandflüge-LBS MH01-005555.tif	0	1	0	1
661	File:ETH-BIB-Aesch-LBS H1-012581.tif	0	1	0	1
662	File:ETH-BIB-Aesch-LBS H1-012582.tif	0	1	0	1
663	File:ETH-BIB-Aesch-LBS H1-012598.tif	0	1	0	1
664	File:ETH-BIB-Aesch-LBS H1-013053.tif	0	1	0	1
665	File:ETH-BIB-Aesch-LBS H1-013054.tif	0	1	0	1
666	File:ETH-BIB-Aesch-LBS H1-014071.tif	0	1	0	1
667	File:ETH-BIB-Aesch-LBS H1-021001.tif	0	1	0	1
668	File:ETH-BIB-Aesch-LBS H1-021002.tif	0	1	0	1
670	File:ETH-BIB-Aesch-LBS H1-024276.tif	0	1	0	1
671	File:ETH-BIB-Aesch-LBS H1-028415.tif	0	1	0	1
651	File:ETH-BIB-Aesch, Angenstein v. 500 m-Inlandflüge-LBS MH01-002855.tif	0	1	0	1
654	File:ETH-BIB-Aesch, Dornach, Birsthal v. O. aus 3000 m-Inlandflüge-LBS MH01-003295.tif	0	1	0	1
656	File:ETH-BIB-Aesch, Hallwilersee v. N. O. aus 2000 m-Inlandflüge-LBS MH01-005554.tif	0	1	0	1
657	File:ETH-BIB-Aesch, Hettlingen-LBS H1-014565.tif	0	1	0	1
658	File:ETH-BIB-Aesch, Pfeffingen, Grellingen-Inlandflüge-LBS MH01-003297.tif	0	1	0	1
659	File:ETH-BIB-Aesch, Schloss-Inlandflüge-LBS MH03-0024.tif	0	1	0	1
672	File:ETH-BIB-Aeschi bei Spiez mit Niesen-LBS H1-014268.tif	0	1	0	1
673	File:ETH-BIB-Aeschi bei Spiez mit Niesen-LBS H1-014269.tif	0	1	0	1
674	File:ETH-BIB-Aeschi bei Spiez mit See-LBS H1-014271.tif	0	1	0	1
675	File:ETH-BIB-Aeschi bei Spiez mit Sieben Hengste-LBS H1-014267.tif	0	1	0	1
676	File:ETH-BIB-Aeschi bei Spiez-LBS H1-014270.tif	1	1	0	2
679	File:ETH-BIB-Aeschi-LBS H1-019538.tif	0	1	0	1
680	File:ETH-BIB-Aeschi-LBS H1-019539.tif	0	1	0	1
677	File:ETH-BIB-Aeschi, Bolken, Inkwil, Etziken, Heimhausen v. W. aus 1000 m-Inlandflüge-LBS MH01-003275.tif	0	1	0	1
682	File:ETH-BIB-Aetna aus 2600 m Höhe-Kilimanjaroflug 1929-30-LBS MH02-07-0155.tif	1	1	0	2
685	File:ETH-BIB-Aetna von N. aus 3200 m Höhe-Kilimanjaroflug 1929-30-LBS MH02-07-0005.tif	0	4	0	4
705	File:ETH-BIB-Aeugst am Albis, Türlersee-LBS H1-011237.tif	0	2	0	2
706	File:ETH-BIB-Aeugst-LBS H1-018538.tif	0	1	0	1
720	File:ETH-BIB-Affeltrangen-Inlandflüge-LBS MH01-007889.tif	0	1	0	1
721	File:ETH-BIB-Affeltrangen-LBS H1-013129.tif	0	1	0	1
722	File:ETH-BIB-Affeltrangen-LBS H1-014494.tif	0	1	0	1
724	File:ETH-BIB-Affoltern am Albis aus 300 m-Inlandflüge-LBS MH01-004380.tif	0	1	0	1
733	File:ETH-BIB-Affoltern am Albis-Inlandflüge-LBS MH01-008168.tif	0	1	0	1
734	File:ETH-BIB-Affoltern am Albis-LBS H1-008648.tif	1	0	0	1
737	File:ETH-BIB-Affoltern am Albis-LBS H1-014164.tif	0	1	0	1
738	File:ETH-BIB-Affoltern am Albis-LBS H1-014165.tif	0	1	0	1
744	File:ETH-BIB-Affoltern am Albis-LBS H1-021375.tif	0	1	0	1
731	File:ETH-BIB-Affoltern am Albis, Äugsterberg aus 500 m-Inlandflüge-LBS MH01-004381.tif	0	1	0	1
726	File:ETH-BIB-Affoltern am Albis, Fabrik der Chemischen Industrie AG an der Obfelderstrasse-Inlandflüge-LBS MH03-0033.tif	0	1	0	1
728	File:ETH-BIB-Affoltern am Albis, Hotel Sonnenthal-Inlandflüge-LBS MH03-0034.tif	0	1	0	1
732	File:ETH-BIB-Affoltern am Albis, Übersicht aus 500 m-Inlandflüge-LBS MH01-003424.tif	0	1	0	1
758	File:ETH-BIB-Affoltern bei Zürich, Fabriken-Inlandflüge-LBS MH03-0035.tif	0	1	0	1
759	File:ETH-BIB-Affoltern im Emmental, Weier, Häusernmoos, Eggerdingen-Inlandflüge-LBS MH01-003236.tif	0	1	0	1
760	File:ETH-BIB-Affoltern, Chatzensee, Regensdorf, Lägern v. S. O. aus 1600 m-Inlandflüge-LBS MH01-005854.tif	0	1	0	1
763	File:ETH-BIB-Affoltern, Eidg. Forschungsanstalt Reckenholz-LBS H1-026998.tif	0	1	0	1
766	File:ETH-BIB-Affoltern, Eidg. Forschungsanstalt Reckenholz-LBS H1-027234.tif	0	1	0	1
767	File:ETH-BIB-Affoltern, Eidg. Forschungsanstalt Reckenholz-LBS H1-027276.tif	0	1	0	1
775	File:ETH-BIB-Afrikanische Pflanze mit Blüten-Kilimanjaroflug 1929-30-LBS MH02-07-0255.tif	0	1	0	1
786	File:ETH-BIB-Afrikanischer Hausbau-Kilimanjaroflug 1929-30-LBS MH02-07-0025.tif	0	3	1	4
787	File:ETH-BIB-Afrikanischer Strauss-Kilimanjaroflug 1929-30-LBS MH02-07-0352.tif	0	3	1	4
790	File:ETH-BIB-Afrikanisches Dorf aus der Luft-Kilimanjaroflug 1929-30-LBS MH02-07-0209.tif	0	2	1	3
791	File:ETH-BIB-Afrikanisches Dorf aus der Luft-Kilimanjaroflug 1929-30-LBS MH02-07-0212.tif	0	3	0	3
794	File:ETH-BIB-Afrikanisches Landwirtschaftsland-Kilimanjaroflug 1929-30-LBS MH02-07-0256.tif	0	2	0	2
814	File:ETH-BIB-Agarn bei Turtmann-LBS H1-018961.tif	0	2	1	3
815	File:ETH-BIB-Agarn bei Turtmann-LBS H1-018962.tif	1	1	0	2
816	File:ETH-BIB-Agarn, Leukergrund, Illgraben v. O. aus 2500 m-Inlandflüge-LBS MH01-004418.tif	1	1	0	2
817	File:ETH-BIB-Agarn, Leukergrund, Pfynwald, Illgraben, Illhorn, Meretschialp. Val d'Annivier v. O. aus 4000 m-Inlandflüge-LBS MH01-004420.tif	0	1	0	1
820	File:ETH-BIB-Agassizhorn, Finsteraarhorn v. N. aus 4300 m-Inlandflüge-LBS MH01-006447.tif	0	1	0	1
823	File:ETH-BIB-Agassizhorn, Finsteraarhorn-Inlandflüge-LBS MH05-11-40.tif	0	1	0	1
821	File:ETH-BIB-Agassizhorn, Finsteraarhorn, Grindelwalder Fieschfirn v. N. aus 4000 m-Inlandflüge-LBS MH01-006224.tif	0	1	0	1
822	File:ETH-BIB-Agassizhorn, Finsteraarhorn, Grindelwalder Fieschhorn v. N. aus 4000 m-Inlandflüge-LBS MH01-006223.tif	0	1	0	1
48943	File:ETH-BIB-Ägenetal, Blick Südosten Basòdino-LBS H1-018952.tif	0	1	0	1
48949	File:ETH-BIB-Ägerisee-Inlandflüge-LBS MH05-53-05.tif	0	1	0	1
48950	File:ETH-BIB-Ägerisee-Inlandflüge-LBS MH05-53-06.tif	0	1	0	1
48944	File:ETH-BIB-Ägerisee, Mythen, Fronalpstock, Urner Alpen, v. N. aus 2600 m-Inlandflüge-LBS MH01-000270.tif	0	1	0	1
48945	File:ETH-BIB-Ägerisee, Mythen, Tödi-Inlandflüge-LBS MH01-007999.tif	0	1	0	1
48946	File:ETH-BIB-Ägerisee, Oberägeri, Unterägeri v. O. aus 1000 m-Inlandflüge-LBS MH01-003690.tif	0	1	0	1
48947	File:ETH-BIB-Ägerisee, Rossberg-Inlandflüge-LBS MH05-53-08.tif	0	1	0	1
48948	File:ETH-BIB-Ägerisee, Rothenthurm, Morgartenhöchi v. S.-Inlandflüge-LBS MH01-002377.tif	0	1	0	1
842	File:ETH-BIB-Agno-LBS H1-012974.tif	0	1	0	1
843	File:ETH-BIB-Agno-LBS H1-012975.tif	0	1	0	1
844	File:ETH-BIB-Agno-LBS H1-012976.tif	0	1	0	1
845	File:ETH-BIB-Agno-LBS H1-023945.tif	0	1	0	1
846	File:ETH-BIB-Agno-LBS H1-023946.tif	0	1	0	1
841	File:ETH-BIB-Agno, Alfa-Romeo Werke-LBS H1-025411.tif	0	1	0	1
850	File:ETH-BIB-Agra, Collina d'Oro-Inlandflüge-LBS MH01-001961.tif	0	1	0	1
849	File:ETH-BIB-Agra, Collina d'Oro, Lugano-Inlandflüge-LBS MH01-001962.tif	0	1	0	1
851	File:ETH-BIB-Agra, Kurhaus, Sanatorium-LBS H1-010711.tif	0	1	0	1
852	File:ETH-BIB-Agra, Kurhaus, Sanatorium-LBS H1-010712.tif	0	1	0	1
853	File:ETH-BIB-Agra, Kurhaus, Sanatorium-LBS H1-016279.tif	1	1	0	2
854	File:ETH-BIB-Agra, Kurhaus, Sanatorium-LBS H1-016280.tif	0	1	0	1
855	File:ETH-BIB-Agra, Kurhaus, Sanatorium-LBS H1-016281.tif	0	1	0	1
856	File:ETH-BIB-Agra, Lavena, Monte Caslano, Caslano, Colina d'oro, Ponte Tresa-Inlandflüge-LBS MH01-001946.tif	0	1	0	1
48853	File:ETH-BIB-Águilas, links Castillo de San Juan-Tschadseeflug 1930-31-LBS MH02-08-0196.tif	1	0	0	1
857	File:ETH-BIB-Aguille de Goûter, Blick Südosten Mont Blanc-LBS H1-011430.tif	0	1	0	1
867	File:ETH-BIB-Aigle-LBS H1-012381.tif	0	1	0	1
868	File:ETH-BIB-Aigle-LBS H1-014321.tif	0	1	0	1
869	File:ETH-BIB-Aigle-LBS H1-014322.tif	0	1	0	1
859	File:ETH-BIB-Aigle, Altstadt-LBS H1-014323.tif	0	1	0	1
861	File:ETH-BIB-Aigle, Château d'Aigle-LBS H1-014324.tif	0	1	0	1
890	File:ETH-BIB-Aiguille d'Argentière v. N. W. aus 4000 m-Inlandflüge-LBS MH01-005909.tif	0	1	0	1
902	File:ETH-BIB-Aiguille d'Argentière-LBS H1-008808.tif	0	1	0	1
903	File:ETH-BIB-Aiguille d'Argentière-LBS H1-008809.tif	0	1	0	1
891	File:ETH-BIB-Aiguille d'Argentière, Aiguille du Chardonnet v. O. aus 3900 m-Inlandflüge-LBS MH01-005763.tif	0	1	0	1
892	File:ETH-BIB-Aiguille d'Argentière, Aiguille du Chardonnet, Glacier de Saleina v. N. O. aus 3600 m-Inlandflüge-LBS MH01-005759.tif	0	1	0	1
893	File:ETH-BIB-Aiguille d'Argentière, Aiguille du Chardonnet, Tour Noir, Grand Aiguille de Triolet v. N. aus 3900 m-Inlandflüge-LBS MH01-005768.tif	0	1	0	1
894	File:ETH-BIB-Aiguille d'Argentière, Aiguille du Chardonnett, Tour Noir, Glacier de Saleina v. N. O. aus 3800 m-Inlandflüge-LBS MH01-005760.tif	0	1	0	1
895	File:ETH-BIB-Aiguille d'Argentière, Aiguille Verte, Aiguille de Triolet, Grandes Gorasses-Inlandflüge-LBS MH01-000894.tif	0	1	0	1
899	File:ETH-BIB-Aiguille d'Argentière, Chamonix, Mont Blanc Massiv v. N. O. aus 4500 m-Inlandflüge-LBS MH01-001158.tif	0	1	0	1
900	File:ETH-BIB-Aiguille d'Argentière, Gletscher v. N. W. aus 4500 m-Inlandflüge-LBS MH01-000854.tif	0	1	0	1
901	File:ETH-BIB-Aiguille d'Argentière, Pointe d'Orny, Aiguille du Chardonnet, Plateau du Trient, Aiguille Verte-Inlandflüge-LBS MH01-001156.tif	0	1	0	1
908	File:ETH-BIB-Aiguille de Grepon, Mer de Glace-LBS H1-024996.tif	0	1	0	1
909	File:ETH-BIB-Aiguille de Triolet, Aiguille Verte v. S. aus 4500 m-Inlandflüge-LBS MH01-005183.tif	0	1	0	1
910	File:ETH-BIB-Aiguille de Triolett, Glacier de Triolet, Mont Dolent, Flacier de Talèfre v. W. aus 3800 m-Inlandflüge-LBS MH01-005179.tif	0	1	0	1
911	File:ETH-BIB-Aiguille du Chardonnet, Aiguille d'Argentière, Grand Combin v. W. aus 4000 m-Inlandflüge-LBS MH01-005191.tif	0	1	0	1
912	File:ETH-BIB-Aiguille du Géant, Mer de Glace , Glacier du Tacul v. N. aus 3800 m-Inlandflüge-LBS MH01-005180.tif	0	1	0	1
913	File:ETH-BIB-Aiguille du Géant, Mer de Glace, Grandes Jorasses, Glacier de Leschaux v. N. aus 4300 m-Inlandflüge-LBS MH01-005168.tif	0	1	0	1
914	File:ETH-BIB-Aiguille du Géant, Mont Blanc v. N. W. aus 4500 m-Inlandflüge-LBS MH01-006397.tif	0	1	0	1
915	File:ETH-BIB-Aiguille du Géant, Mont Blanc, Aiguille du Tacul v. O. aus 4900 m-Inlandflüge-LBS MH01-006469.tif	0	1	0	1
916	File:ETH-BIB-Aiguille du Midi, Mont Blanc Massiv v. N. aus 4400 m-Inlandflüge-LBS MH01-001274.tif	0	1	0	1
917	File:ETH-BIB-Aiguille du Tacul, Aiguille du Géant, Glacier de Leschaux, Grandes Jorasses v. N.-Inlandflüge-LBS MH01-001165.tif	0	1	0	1
918	File:ETH-BIB-Aiguille du Tacul, Grandes Jorasses, Mont Blanc-LBS H1-020736.tif	0	1	0	1
919	File:ETH-BIB-Aiguille du Tacul, Mont Mandit v. N. W.-Inlandflüge-LBS MH01-005185.tif	0	1	0	1
920	File:ETH-BIB-Aiguille du Tour, Aiguille du Chardonnet, Aiguille d'Argentière, Aiguille de Triolet v. N. O. aus 5000 m-Inlandflüge-LBS MH01-001272.tif	0	1	0	1
921	File:ETH-BIB-Aiguille du Tour, Pointe d'Orny v. S. W. aus 3800 m-Inlandflüge-LBS MH01-005770.tif	0	1	0	1
924	File:ETH-BIB-Aiguille Verte, Aiguille d'Argentière v. S. W. aus 4200 m-Inlandflüge-LBS MH01-005178.tif	0	1	0	1
51909	File:ETH-BIB-Aiguille Verte, Aiguille du Dru v. S. aus 4800 m-Inlandflüge-LBS MH01-006464.tif	0	1	0	1
51910	File:ETH-BIB-Aiguille Verte, Aiguille du Dru, Mont Dolent und Grandes Jorasses v. N. aus 4500 m-Inlandflüge-LBS MH01-001093-AL.tif	0	1	0	1
51911	File:ETH-BIB-Aiguille Verte, Glacier de Leschaux-Inlandflüge-LBS MH01-006599.tif	0	1	0	1
51912	File:ETH-BIB-Aiguille Verte, Grandes Jorasses v. S. aus 4800 m-Inlandflüge-LBS MH01-006598.tif	0	1	0	1
51915	File:ETH-BIB-Aiguille Verte, Les Drus, Mont Blanc v. N. aus 4000 m-Inlandflüge-LBS MH01-005767.tif	0	1	0	1
51916	File:ETH-BIB-Aiguille Verte, Les Drus, Mont Blanc, Glacier d'Argentière v. N. O. aus 4100 m-Inlandflüge-LBS MH01-005766.tif	0	1	0	1
51919	File:ETH-BIB-Aiguille Verte, Mont Dolent, Aiguille du Dru, Aiguille du Chardonnet, Aiguille d'Argentière, Grand Aiguille du Triolet-Inlandflüge-LBS MH01-000798.tif	0	1	0	1
51921	File:ETH-BIB-Aiguilles d'Arves-LBS H1-020672.tif	0	1	0	1
51936	File:ETH-BIB-Aire-la-Ville-LBS H1-015452.tif	0	1	0	1
51939	File:ETH-BIB-Airolo, Tremola-Inlandflüge-LBS MH01-006137.tif	0	1	0	1
51938	File:ETH-BIB-Airolo, Tremola, Fort-Airolo-Tremola-Inlandflüge-LBS MH01-006140.tif	0	1	0	1
953	File:ETH-BIB-Ajaccio, Panorama vom Molo, I., (links)-Dia 247-11853.tif	2	0	0	2
954	File:ETH-BIB-Ajaccio, Panormama vom Molo II.(rechts)-Dia 247-11854.tif	1	0	0	1
964	File:ETH-BIB-Akropolis-Weitere-LBS MH02-26-0023.tif	0	1	0	1
957	File:ETH-BIB-Akropolis, Athen-Kilimanjaroflug 1929-30-LBS MH02-07-0138.tif	0	1	0	1
958	File:ETH-BIB-Akropolis, Sbeitla-Dia 247-03512-1.tif	2	1	0	3
966	File:ETH-BIB-Alabaster Sphinx, Tempel des Ptah, Memphis, Ägypten-Kilimanjaroflug 1929-30-LBS MH02-07-0158.tif	0	1	0	1
968	File:ETH-BIB-Albbruck (Deutschland), Holzhandlung-Inlandflüge-LBS MH03-0036.tif	1	2	1	4
970	File:ETH-BIB-Albbruck-Dogern, Kraftwerk-Inlandflüge-LBS MH03-1630.tif	0	1	0	1
971	File:ETH-BIB-Albert Heim-Hütte mit Gruppe-Dia 247-03083.tif	1	0	0	1
974	File:ETH-BIB-Albeuve, Montbovon, Mont d'Or, Rochers de Naye v. N. aus 2600 m-Inlandflüge-LBS MH01-004833.tif	0	1	0	1
979	File:ETH-BIB-Albigna, Bick Richtung Süd-LBS H1-018038.tif	0	1	0	1
980	File:ETH-BIB-Albigna, Bick Richtung Süd-LBS H1-018039.tif	0	1	0	1
981	File:ETH-BIB-Albigna, Blick nach Südsüdosten auf Cima di Castello-LBS H1-018041.tif	0	1	0	1
982	File:ETH-BIB-Albigna, Blick nach Südsüdosten-LBS H1-018040.tif	0	1	0	1
983	File:ETH-BIB-Albigna, Blick nachSüdsüdost-LBS H1-018028.tif	0	1	0	1
984	File:ETH-BIB-Albigna, Blick nachSüdsüdwesten-LBS H1-018036.tif	0	1	0	1
985	File:ETH-BIB-Albigna, Blick von Südosten auf Monte Disgrazia-LBS H1-018052.tif	0	1	0	1
990	File:ETH-BIB-Albignagletscher mit Pizzo Cengalo und Pizzo Badile, Anflug von Norden über Bergell-Inlandflüge-LBS MH01-007672.tif	0	1	0	1
993	File:ETH-BIB-Albignagletscher-Inlandflüge-LBS MH01-008075.tif	0	1	0	1
991	File:ETH-BIB-Albignagletscher, Cima della Bondasca, Vadrec da l'Albigna, Piz Cengalo v. N. aus 3400 m-Inlandflüge-LBS MH01-007827.tif	0	1	0	1
992	File:ETH-BIB-Albignagletscher, Sciora Dadent, Piz Cengalo v. W. aus 3400 m-Inlandflüge-LBS MH01-003769.tif	0	1	0	1
995	File:ETH-BIB-Albinen-LBS H1-019064.tif	0	1	0	1
996	File:ETH-BIB-Albis mit Schnee-LBS H1-014414.tif	0	1	0	1
997	File:ETH-BIB-Albis mit Schnee-LBS H1-014415.tif	0	1	0	1
998	File:ETH-BIB-Albis, Albispassstrasse-LBS H1-014759.tif	0	1	0	1
999	File:ETH-BIB-Albis, Balderen mit Alpen, Restaurant Baldern-LBS H1-014535.tif	0	1	0	1
1000	File:ETH-BIB-Albis, Balderen, Restaurant Baldern-LBS H1-014533.tif	0	1	0	1
1001	File:ETH-BIB-Albis, Balderen, Restaurant Baldern-LBS H1-014534.tif	0	1	0	1
1003	File:ETH-BIB-Albis, Passhöhe-LBS H1-019945.tif	0	1	0	1
1004	File:ETH-BIB-Albis, Restaurant Annaburg mit Alpen-LBS H1-014536.tif	0	1	0	1
1005	File:ETH-BIB-Albis, Restaurant Annaburg mit Alpen-LBS H1-014537.tif	0	1	0	1
1006	File:ETH-BIB-Albis, Restaurant Annaburg mit Alpen-LBS H1-014538.tif	0	1	0	1
1014	File:ETH-BIB-Albisgüetli-LBS H1-023836.tif	0	1	0	1
1011	File:ETH-BIB-Albisgüetli, Schiessanlage-LBS H1-023599.tif	0	1	0	1
1012	File:ETH-BIB-Albisgüetli, Schiessanlage-LBS H1-023600.tif	0	1	0	1
1013	File:ETH-BIB-Albisgüetli, Schiessanlage-LBS H1-023921.tif	0	1	0	1
1015	File:ETH-BIB-Albishaus, Naturfreundehaus-LBS H1-014416.tif	0	1	0	1
1016	File:ETH-BIB-Albishorn, Zugerland mit Alpen-LBS H1-014541.tif	0	1	0	1
1018	File:ETH-BIB-Albiskette mit Türlersee aus 1200 m-Inlandflüge-LBS MH01-002887.tif	0	1	0	1
1019	File:ETH-BIB-Albiskette, Annaburg, Langnau-LBS H1-014114.tif	0	1	0	1
1020	File:ETH-BIB-Albispass mit Schnee-LBS H1-014413.tif	0	1	0	1
1021	File:ETH-BIB-Albispass mit Zürich-LBS H1-013655.tif	0	1	0	1
1023	File:ETH-BIB-Albispass-LBS H1-014539.tif	0	1	0	1
1024	File:ETH-BIB-Albispass-LBS H1-014540.tif	0	1	0	1
1025	File:ETH-BIB-Albispass-LBS H1-015339.tif	0	1	0	1
1026	File:ETH-BIB-Albispass-LBS H1-021928.tif	0	1	0	1
1022	File:ETH-BIB-Albispass, Thalwil, Pfannenstiel v. S. aus 1000 m-Inlandflüge-LBS MH01-004151.tif	0	1	0	1
1028	File:ETH-BIB-Albisrieden bei Zürich, Motorwagenfabrik Oetiker-Inlandflüge-LBS MH03-0039.tif	0	1	0	1
1029	File:ETH-BIB-Albisrieden bei Zürich, Motorwagenfabrik Oetiker-Inlandflüge-LBS MH03-0041.tif	0	1	0	1
1030	File:ETH-BIB-Albisrieden bei Zürich, Motorwagenfabrik Oetiker-Inlandflüge-LBS MH03-0042.tif	0	1	0	1
1031	File:ETH-BIB-Albisrieden bei Zürich, Motorwagenfabrik Oetiker-Inlandflüge-LBS MH03-1143.tif	0	1	0	1
1032	File:ETH-BIB-Albisrieden-LBS H1-021814.tif	0	1	0	1
1034	File:ETH-BIB-Albisstrasse, Albispass aus 300 m-Inlandflüge-LBS MH01-004165.tif	0	1	0	1
1038	File:ETH-BIB-Albula, Albulapassstrasse, Piz Ela, Piz Uertsch, Bergelleralpen-Inlandflüge-LBS MH01-003807.tif	0	1	0	1
1039	File:ETH-BIB-Albula, Piz Medel und Medelstal, von N. W. aus 3400 m-Inlandflüge-LBS MH01-000126.tif	0	1	0	1
1040	File:ETH-BIB-Albulabahn RhB Bergün-Preda, Blick nach NNW, Bergün-LBS H1-018107.tif	0	1	0	1
1041	File:ETH-BIB-Albulabahn RhB Bergün-Preda, Blick nach NNW, Bergün-LBS H1-018109.tif	0	1	0	1
1042	File:ETH-BIB-Albulabahn RhB Bergün-Preda, Blick nach Nordwest-LBS H1-018111.tif	0	1	0	1
1043	File:ETH-BIB-Albulabahn RhB Bergün-Preda, Blick nach SSE, Preda-LBS H1-018108.tif	0	1	0	1
1044	File:ETH-BIB-Albulabahn RhB Bergün-Preda, Blick nach Südost, Bergün-LBS H1-018114.tif	0	1	0	1
1045	File:ETH-BIB-Albulabahn RhB Bergün-Preda, Blick nach Südost, Preda-LBS H1-018110.tif	0	1	0	1
1046	File:ETH-BIB-Albulabahn RhB Bergün-Preda, Blick nach Südost, Preda-LBS H1-018112.tif	0	1	0	1
1047	File:ETH-BIB-Albulabahn RhB Bergün-Preda, Blick nach Südost, Preda-LBS H1-018113.tif	0	1	0	1
1054	File:ETH-BIB-Albulapass-LBS H1-018103.tif	0	1	0	1
1048	File:ETH-BIB-Albulapass, Blick nach Nordwest, Piz Blaisun-LBS H1-018102.tif	0	1	0	1
1049	File:ETH-BIB-Albulapass, Blick nach WNW, Piz Ela-LBS H1-018100.tif	0	1	0	1
1050	File:ETH-BIB-Albulapass, Blick nach WNW, Piz Ela-LBS H1-018106.tif	0	1	0	1
1051	File:ETH-BIB-Albulapass, Blick nach WSW, Piz Ela-LBS H1-018101.tif	0	1	0	1
1052	File:ETH-BIB-Albulapass, Blick nach WSW, Piz Ela-LBS H1-018104.tif	0	1	0	1
