id	fle	w	c	o	tot
44156	File:ETH-BIB-Widen-LBS H1-024316.tif	0	1	0	1
44157	File:ETH-BIB-Widen-LBS H1-024317.tif	0	1	0	1
44160	File:ETH-BIB-Widnau v. S. aus 300 m-Inlandflüge-LBS MH01-003083.tif	0	1	0	1
44166	File:ETH-BIB-Widnau-LBS H1-017442.tif	0	1	0	1
44161	File:ETH-BIB-Widnau, Rheintal-LBS H1-017439.tif	0	1	0	1
44162	File:ETH-BIB-Widnau, Rheintal-LBS H1-017443.tif	0	1	0	1
44164	File:ETH-BIB-Widnau, Säntis-LBS H1-017440.tif	0	1	0	1
44165	File:ETH-BIB-Widnau, Säntis-LBS H1-017441.tif	0	1	0	1
44168	File:ETH-BIB-Wiedlisbach v. S. aus 300 m-Inlandflüge-LBS MH01-004668.tif	0	1	0	1
44174	File:ETH-BIB-Wiedlisbach-LBS H1-012643.tif	0	1	0	1
44175	File:ETH-BIB-Wiedlisbach-LBS H1-013588.tif	0	1	0	1
44176	File:ETH-BIB-Wiedlisbach-LBS H1-013996.tif	0	1	0	1
44177	File:ETH-BIB-Wiedlisbach-LBS H1-013997.tif	0	1	0	1
44171	File:ETH-BIB-Wiedlisbach, Wangen an der Aare, Autobahn A1-LBS H1-026814.tif	0	1	0	1
44210	File:ETH-BIB-Wienacht, Tobel aus 200 m-Inlandflüge-LBS MH01-002688.tif	0	1	0	1
44211	File:ETH-BIB-Wiener Wald-LBS H1-020427.tif	1	1	0	2
44216	File:ETH-BIB-Wiesendangen v. S. aus 300 m-Inlandflüge-LBS MH01-002614.tif	0	1	0	1
44217	File:ETH-BIB-Wiesendangen v. S. aus 300 m-Inlandflüge-LBS MH01-002615.tif	0	1	0	1
44218	File:ETH-BIB-Wiesendangen-Bahnhof, Landeplatz aus 300 m-Inlandflüge-LBS MH01-003466.tif	0	1	0	1
44219	File:ETH-BIB-Wiesendangen-Inlandflüge-LBS MH01-007903.tif	0	1	0	1
44220	File:ETH-BIB-Wiesendangen-LBS H1-012080.tif	0	1	0	1
44221	File:ETH-BIB-Wiesendangen-LBS H1-012622.tif	0	1	0	1
44222	File:ETH-BIB-Wiesendangen-LBS H1-014432.tif	0	1	0	1
44223	File:ETH-BIB-Wiesendangen-LBS H1-016235.tif	0	1	0	1
44232	File:ETH-BIB-Wiggen (Escholzmatt)-LBS H1-016523.tif	0	1	0	1
44231	File:ETH-BIB-Wiggen (Escholzmatt), Entlebuch-LBS H1-016524.tif	0	1	0	1
44233	File:ETH-BIB-Wiggis, Mürtschenstock, Weesen, Churfirsten, Säntis v. W. aus 3000 m-Inlandflüge-LBS MH01-003009.tif	0	1	0	1
44235	File:ETH-BIB-Wiggis, Rautispitz, Glärnisch-Inlandflüge-LBS MH01-007010.tif	0	1	0	1
44234	File:ETH-BIB-Wiggis, Rautispitz, Glärnisch, Scheie v. N. aus 2300 m-Inlandflüge-LBS MH01-005243.tif	0	1	0	1
44236	File:ETH-BIB-Wiggwil (Beinwil, Freiamt)-LBS H1-024532.tif	0	1	0	1
44237	File:ETH-BIB-Wigoltingen v. S. aus 400 m-Inlandflüge-LBS MH01-004101.tif	0	1	0	1
44238	File:ETH-BIB-Wigoltingen v. S. O. aus 300 m-Inlandflüge-LBS MH01-007891.tif	0	1	0	1
44239	File:ETH-BIB-Wigoltingen v. S. O. aus 50 m-Inlandflüge-LBS MH01-004628.tif	0	1	0	1
44242	File:ETH-BIB-Wigoltingen-LBS H1-010814.tif	0	1	0	1
44243	File:ETH-BIB-Wigoltingen-LBS H1-012616.tif	0	1	0	1
44244	File:ETH-BIB-Wigoltingen-LBS H1-017518.tif	0	1	0	1
44245	File:ETH-BIB-Wigoltingen-LBS H1-020096.tif	0	1	0	1
44249	File:ETH-BIB-Wigoltingen-LBS H1-022838.tif	1	0	0	1
44240	File:ETH-BIB-Wigoltingen, Schloss Altenklingen-Inlandflüge-LBS MH03-1354.tif	0	1	0	1
44241	File:ETH-BIB-Wigoltingen, Zwicky AG-LBS H1-019651.tif	0	1	0	1
44251	File:ETH-BIB-Wikon, Adelboden, Zofingen, Jura v. S. O. aus 800 m-Inlandflüge-LBS MH01-004390.tif	0	1	0	1
44252	File:ETH-BIB-Wikon, Schloss Institut Marienburg bei Reiden-Inlandflüge-LBS MH01-008089.tif	0	1	0	1
44253	File:ETH-BIB-Wikon, Schloss Marienburg-Inlandflüge-LBS MH03-1368.tif	0	1	0	1
44254	File:ETH-BIB-Wikon, Töchterinstitut, Marienburg, Realschule und Sekundärschule-LBS H1-009462.tif	0	1	0	1
44259	File:ETH-BIB-Wil (Sankt Gallen), Kloster Sankt Katharina-LBS H1-012710.tif	0	1	0	1
44261	File:ETH-BIB-Wil (SG) aus 100 m-Inlandflüge-LBS MH01-006679A.tif	0	1	0	1
44262	File:ETH-BIB-Wil (SG) aus 200 m-Inlandflüge-LBS MH01-004215.tif	0	1	0	1
44263	File:ETH-BIB-Wil (SG) aus 200 m-Inlandflüge-LBS MH01-004630.tif	0	1	0	1
44264	File:ETH-BIB-Wil (SG) aus 2500 m-Inlandflüge-LBS MH01-000331.tif	0	1	0	1
44265	File:ETH-BIB-Wil (SG) aus 50 m-Inlandflüge-LBS MH01-006677A.tif	0	1	0	1
44266	File:ETH-BIB-Wil (SG) mit Bahnhof v. S. W. aus 600 m-Inlandflüge-LBS MH01-000645.tif	0	1	0	1
44267	File:ETH-BIB-Wil (SG) v. N. aus 500 m-Inlandflüge-LBS MH01-004631.tif	1	1	0	2
44268	File:ETH-BIB-Wil (SG) v. S. aus 200 m-Inlandflüge-LBS MH01-006678A.tif	0	1	0	1
44269	File:ETH-BIB-Wil (SG) v. S. O. aus 2000 m-Inlandflüge-LBS MH01-000332.tif	0	1	0	1
44270	File:ETH-BIB-Wil (SG) v. W. aus 800 m-Inlandflüge-LBS MH01-000651.tif	0	1	0	1
44309	File:ETH-BIB-Wil (SG)-Inlandflüge-LBS MH01-002787A.tif	0	1	0	1
44316	File:ETH-BIB-Wil (SG)-LBS H1-014508.tif	0	1	0	1
44317	File:ETH-BIB-Wil (SG)-LBS H1-014513.tif	0	1	0	1
44318	File:ETH-BIB-Wil (SG)-LBS H1-014514.tif	0	1	0	1
44319	File:ETH-BIB-Wil (SG)-LBS H1-014517.tif	0	1	0	1
44320	File:ETH-BIB-Wil (SG)-LBS H1-017466.tif	0	1	0	1
44321	File:ETH-BIB-Wil (SG)-LBS H1-018491.tif	0	1	0	1
44335	File:ETH-BIB-Wil (SG)-LBS H1-029418.tif	0	1	0	1
44271	File:ETH-BIB-Wil (SG), Altstadt aus 150 m-Inlandflüge-LBS MH01-001925.tif	0	1	0	1
44272	File:ETH-BIB-Wil (SG), Altstadt aus 200 m-Inlandflüge-LBS MH01-002667.tif	0	1	0	1
44273	File:ETH-BIB-Wil (SG), Altstadt aus 50 m-Inlandflüge-LBS MH01-006676A.tif	0	1	0	1
44274	File:ETH-BIB-Wil (SG), Altstadt v. S. aus 600 m-Inlandflüge-LBS MH01-005431.tif	0	1	0	1
44277	File:ETH-BIB-Wil (SG), Altstadt-LBS H1-012708.tif	0	1	0	1
44278	File:ETH-BIB-Wil (SG), Altstadt-LBS H1-014509.tif	0	1	0	1
44279	File:ETH-BIB-Wil (SG), Altstadt-LBS H1-014510.tif	0	1	0	1
44280	File:ETH-BIB-Wil (SG), Altstadt-LBS H1-014511.tif	0	1	0	1
44281	File:ETH-BIB-Wil (SG), Altstadt-LBS H1-014512.tif	0	1	0	1
44282	File:ETH-BIB-Wil (SG), Altstadt-LBS H1-014515.tif	0	1	0	1
44283	File:ETH-BIB-Wil (SG), Altstadt-LBS H1-014516.tif	0	1	0	1
44284	File:ETH-BIB-Wil (SG), Altstadt-LBS H1-014520.tif	0	1	0	1
44285	File:ETH-BIB-Wil (SG), Bahnhof-Inlandflüge-LBS MH01-001928-AL.tif	0	1	0	1
44286	File:ETH-BIB-Wil (SG), Bahnhofquartier v. O. aus 600 m-Inlandflüge-LBS MH01-005430.tif	0	1	0	1
44287	File:ETH-BIB-Wil (SG), Eisfeld-LBS H1-025868.tif	0	1	0	1
44290	File:ETH-BIB-Wil (SG), Friedhof-LBS H1-027874.tif	0	1	0	1
44291	File:ETH-BIB-Wil (SG), Friedhof-LBS H1-027875.tif	0	1	0	1
44297	File:ETH-BIB-Wil (SG), Hürlimann Traktoren-LBS H1-025873.tif	0	1	0	1
44299	File:ETH-BIB-Wil (SG), Kläranlage ARA Freudenau-LBS H1-025874.tif	0	1	0	1
44298	File:ETH-BIB-Wil (SG), Klinik, Anstalt v. S. O. aus 600 m-Inlandflüge-LBS MH01-005432.tif	0	1	0	1
44301	File:ETH-BIB-Wil (SG), Psychiatrische Klinik Wil (SG)-LBS H1-010508.tif	0	1	0	1
44302	File:ETH-BIB-Wil (SG), Psychiatrische Klinik Wil (SG)-LBS H1-012709.tif	0	1	0	1
44303	File:ETH-BIB-Wil (SG), Psychiatrische Klinik Wil (SG)-LBS H1-014518.tif	0	1	0	1
44304	File:ETH-BIB-Wil (SG), Psychiatrische Klinik Wil (SG)-LBS H1-014519.tif	0	1	0	1
44306	File:ETH-BIB-Wil (SG), Stadtpark-LBS H1-027873.tif	0	1	0	1
44308	File:ETH-BIB-Wil (SG), Übersicht, westliches Quartier aus 700 m-Inlandflüge-LBS MH01-002668.tif	0	1	0	1
44336	File:ETH-BIB-Wil bei Thalheim v. S. aus 200 m-Inlandflüge-LBS MH01-003999.tif	0	1	0	1
44337	File:ETH-BIB-Wil, Altstadt-Inlandflüge-LBS MH03-1045.tif	0	1	0	1
44338	File:ETH-BIB-Wil, Rafzerfeld-LBS H1-015606.tif	0	1	0	1
44339	File:ETH-BIB-Wil, Rafzerfeld-LBS H1-019455.tif	0	1	0	1
44342	File:ETH-BIB-Wil, Stadtkirche aus 50 m-Inlandflüge-LBS MH01-006672A.tif	0	1	0	1
44345	File:ETH-BIB-Wil, ZH-LBS H1-015605.tif	0	1	0	1
44348	File:ETH-BIB-Wil, ZH-LBS H1-027630.tif	0	1	0	1
44352	File:ETH-BIB-Wila (Tösstal)-Inlandflüge-LBS MH01-002622.tif	0	1	0	1
44355	File:ETH-BIB-Wila-Inlandflüge-LBS MH01-002909.tif	0	1	0	1
44356	File:ETH-BIB-Wila-LBS H1-019774.tif	0	1	0	1
44353	File:ETH-BIB-Wila, Tösstal-LBS H1-018624.tif	1	1	0	2
44354	File:ETH-BIB-Wila, Tösstal-LBS H1-019773.tif	0	1	0	1
44357	File:ETH-BIB-Wilchingen-Inlandflüge-LBS MH01-000939.tif	0	1	0	1
44358	File:ETH-BIB-Wilchingen-LBS H1-010410.tif	0	1	0	1
44359	File:ETH-BIB-Wilchingen-LBS H1-015625.tif	0	1	0	1
44360	File:ETH-BIB-Wilchingen-LBS H1-015626.tif	0	1	0	1
44361	File:ETH-BIB-Wilchingen-LBS H1-015627.tif	0	1	0	1
44363	File:ETH-BIB-Wilchingen-LBS H1-025529.tif	0	1	0	1
44365	File:ETH-BIB-Wild, Johannes (1814-1894)-Portrait-Portr 00289.jpg	0	1	0	1
44366	File:ETH-BIB-Wild, Johannes (1814-1894)-Portrait-Portr 00289.tif	0	2	0	2
44367	File:ETH-BIB-Wild, Johannes (1814-1894)-Portrait-Portr 00289.tif (cropped).jpg	0	2	0	2
44368	File:ETH-BIB-Wildberg v. S. W.-Inlandflüge-LBS MH01-003442.tif	1	1	0	2
44370	File:ETH-BIB-Wildberg-LBS H1-013936.tif	0	1	0	1
44371	File:ETH-BIB-Wildberg-LBS H1-013937.tif	0	1	0	1
44372	File:ETH-BIB-Wildberg-LBS H1-013938.tif	0	1	0	1
44373	File:ETH-BIB-Wildberg-LBS H1-014485.tif	0	1	0	1
44374	File:ETH-BIB-Wildberg-LBS H1-019770.tif	0	1	0	1
44375	File:ETH-BIB-Wildberg-LBS H1-028882.tif	1	0	0	1
44369	File:ETH-BIB-Wildberg, Tösstal aus 300 m-Inlandflüge-LBS MH01-002628.tif	0	1	0	1
44380	File:ETH-BIB-Wilde Gebirgsgegend südlich von Abadeh aus 3000 m Höhe-Persienflug 1924-1925-LBS MH02-02-0169-AL-FL.tif	0	1	0	1
44382	File:ETH-BIB-Wildebeest (Gnus)-Kilimanjaroflug 1929-30-LBS MH02-07-0350.tif	1	1	0	2
44383	File:ETH-BIB-Wildegg v. S. W. aus 1000 m-Inlandflüge-LBS MH01-000512.tif	0	1	0	1
44408	File:ETH-BIB-Wildegg-LBS H1-013866.tif	0	1	0	1
44384	File:ETH-BIB-Wildegg, Aare-Inlandflüge-LBS MH01-007760.tif	0	1	0	1
44385	File:ETH-BIB-Wildegg, Au-LBS H1-011205.tif	0	1	0	1
44386	File:ETH-BIB-Wildegg, Cementfabrik-Inlandflüge-LBS MH03-1366.tif	0	1	0	1
44388	File:ETH-BIB-Wildegg, E.W.Wildegg-Brugg-LBS H1-015969.tif	0	1	0	1
44389	File:ETH-BIB-Wildegg, E.W.Wildegg-Brugg-LBS H1-015974.tif	0	1	0	1
44390	File:ETH-BIB-Wildegg, E.W.Wildegg-LBS H1-014702.tif	0	1	0	1
44387	File:ETH-BIB-Wildegg, E.W.Wildegg, Wehr mit Lachstreppe-LBS H1-014435.tif	0	1	0	1
44391	File:ETH-BIB-Wildegg, Holderbank, Zementfabrik-LBS H1-022198.tif	0	1	0	1
44394	File:ETH-BIB-Wildegg, Industrie-LBS H1-013867.tif	0	1	0	1
44395	File:ETH-BIB-Wildegg, Jura-Cement-Fabriken, Holderbank-LBS H1-011137.tif	0	1	0	1
44396	File:ETH-BIB-Wildegg, Möriken-LBS H1-013651.tif	0	1	0	1
44397	File:ETH-BIB-Wildegg, Schloss Wildegg-LBS H1-009565.tif	0	1	0	1
44398	File:ETH-BIB-Wildegg, Schloss Wildegg-LBS H1-009566.tif	0	1	0	1
44401	File:ETH-BIB-Wildegg, Steinbruch-LBS H1-016773.tif	0	1	0	1
44402	File:ETH-BIB-Wildegg, Steinbruch-LBS H1-016774.tif	0	1	0	1
44400	File:ETH-BIB-Wildegg, Steinbruch, Zementfabrik-LBS H1-013275.tif	0	1	0	1
44404	File:ETH-BIB-Wildegg, Zementfabrik-Inlandflüge-LBS MH01-000513.tif	0	1	0	1
44406	File:ETH-BIB-Wildegg, Zementfabrik-Inlandflüge-LBS MH03-1648.tif	0	1	0	1
44411	File:ETH-BIB-Wilder Kaiser mit Walchsee, Schwemm-Hochmoor-Inlandflüge-LBS MH01-007504.tif	0	1	0	1
44412	File:ETH-BIB-Wilder Kaiser, Anflug von Süden über Ellmau-Inlandflüge-LBS MH01-007484.tif	0	1	0	1
44413	File:ETH-BIB-Wilder Kaiser, Scheibenkogel, Kohlental, Weissenbach-Inlandflüge-LBS MH01-007506.tif	0	1	0	1
44414	File:ETH-BIB-Wilderswil mit Jungfrau-LBS H1-014275.tif	0	1	0	1
44415	File:ETH-BIB-Wilderswil mit Jungfrau-LBS H1-014277.tif	0	1	0	1
44416	File:ETH-BIB-Wilderswil mit Jungfrau-LBS H1-014284.tif	0	1	0	1
44417	File:ETH-BIB-Wildgeisberg, Huetstock, Berneralpen-Inlandflüge-LBS MH01-004686.tif	0	1	0	1
44418	File:ETH-BIB-Wildgeissberg, Huetschtock, Hanghorn, Gadmerflue, Finsteraarhorn-Inlandflüge-LBS MH01-005435.tif	0	1	0	1
44421	File:ETH-BIB-Wildhaus mit Schafberg-LBS H1-016595.tif	0	1	0	1
44422	File:ETH-BIB-Wildhaus mit Schafberg-LBS H1-016596.tif	0	1	0	1
44423	File:ETH-BIB-Wildhaus mit Schafberg-LBS H1-016602.tif	0	1	0	1
44419	File:ETH-BIB-Wildhaus mit Schafberg, Säntis-LBS H1-016589.tif	0	1	0	1
44420	File:ETH-BIB-Wildhaus mit Schafberg, Säntis-LBS H1-016601.tif	0	1	0	1
44445	File:ETH-BIB-Wildhaus-LBS H1-011448.tif	0	1	0	1
44446	File:ETH-BIB-Wildhaus-LBS H1-011451.tif	0	1	0	1
44447	File:ETH-BIB-Wildhaus-LBS H1-012731.tif	0	1	0	1
44448	File:ETH-BIB-Wildhaus-LBS H1-012732.tif	0	1	0	1
44449	File:ETH-BIB-Wildhaus-LBS H1-016587.tif	0	1	0	1
44450	File:ETH-BIB-Wildhaus-LBS H1-016588.tif	0	1	0	1
44451	File:ETH-BIB-Wildhaus-LBS H1-016590.tif	0	1	0	1
44452	File:ETH-BIB-Wildhaus-LBS H1-016591.tif	0	1	0	1
44453	File:ETH-BIB-Wildhaus-LBS H1-016593.tif	0	1	0	1
44454	File:ETH-BIB-Wildhaus-LBS H1-016594.tif	0	1	0	1
44455	File:ETH-BIB-Wildhaus-LBS H1-016597.tif	0	1	0	1
44456	File:ETH-BIB-Wildhaus-LBS H1-016598.tif	0	1	0	1
44457	File:ETH-BIB-Wildhaus-LBS H1-016599.tif	0	1	0	1
44458	File:ETH-BIB-Wildhaus-LBS H1-016603.tif	0	1	0	1
44461	File:ETH-BIB-Wildhaus-LBS H1-021519.tif	0	1	0	1
44463	File:ETH-BIB-Wildhaus-LBS H1-021675.tif	0	1	0	1
44425	File:ETH-BIB-Wildhaus, Altmann v. O. aus 3000 m-Inlandflüge-LBS MH01-000124.tif	0	1	0	1
44426	File:ETH-BIB-Wildhaus, Blick nach Nordost Gulme-LBS H1-011454.tif	0	1	0	1
44427	File:ETH-BIB-Wildhaus, Detail-LBS H1-011452.tif	0	1	0	1
44430	File:ETH-BIB-Wildhaus, Hotel Acker mit Churfirsten-LBS H1-016600.tif	0	1	0	1
44431	File:ETH-BIB-Wildhaus, Hotel Acker-LBS H1-011449.tif	0	1	0	1
44432	File:ETH-BIB-Wildhaus, Hotel Acker-LBS H1-011455.tif	0	1	0	1
44433	File:ETH-BIB-Wildhaus, Hotel Acker-LBS H1-012734.tif	0	1	0	1
44434	File:ETH-BIB-Wildhaus, Hotel Acker-LBS H1-012735.tif	0	1	0	1
44435	File:ETH-BIB-Wildhaus, Hotel Acker-LBS H1-016592.tif	0	1	0	1
44436	File:ETH-BIB-Wildhaus, Hotel Hirschen-LBS H1-011450.tif	0	1	0	1
44437	File:ETH-BIB-Wildhaus, Kurhaus, Schönau-LBS H1-011453.tif	0	1	0	1
44438	File:ETH-BIB-Wildhaus, Restaurant Schönenboden-LBS H1-012733.tif	0	1	0	1
44439	File:ETH-BIB-Wildhaus, Schönenboden-Inlandflüge-LBS MH01-003647.tif	0	1	0	1
44471	File:ETH-BIB-Wildhauser Schafberg v. S. aus 2300 m-Inlandflüge-LBS MH01-003660.tif	0	1	0	1
44475	File:ETH-BIB-Wildhorn, Glacier du Brochet v. S. W. aus 3400 m-Inlandflüge-LBS MH01-005755.tif	0	1	0	1
44476	File:ETH-BIB-Wildhorn, Glacier du Brochet v. S. W. aus 3400 m-Inlandflüge-LBS MH01-005756.tif	0	1	0	1
44477	File:ETH-BIB-Wildhorn, Valée de la Liène v. S. O. aus 4500 m-Inlandflüge-LBS MH01-001261.tif	0	1	0	1
44478	File:ETH-BIB-Wildhorn, Walliser Alpen-LBS H1-019131.tif	0	1	0	1
44479	File:ETH-BIB-Wildhorn, Walliser Alpen-LBS H1-019133.tif	0	1	0	1
44480	File:ETH-BIB-Wildhorngipfel, Rawilhorn v. N. W aus 3400 m-Inlandflüge-LBS MH01-005754.tif	0	1	0	1
44481	File:ETH-BIB-Wildhorngruppe v. S.-Inlandflüge-LBS MH01-002147.tif	0	1	0	1
44482	File:ETH-BIB-Wildi Frau, Ufem Stock, Wyssi Frau, Morgenhorn, Hohtürli v. N. W. aus 3200 m-Inlandflüge-LBS MH01-005740.tif	0	1	0	1
44485	File:ETH-BIB-Wildkirchli-LBS H1-012678.tif	0	1	0	1
44483	File:ETH-BIB-Wildkirchli, Berggasthaus Aescher-LBS H1-012679.tif	0	1	0	1
44484	File:ETH-BIB-Wildkirchli, Berggasthaus Aescher-LBS H1-012680.tif	0	1	0	1
44487	File:ETH-BIB-Wildspitze von Westen-LBS H1-020188.tif	0	1	0	1
44494	File:ETH-BIB-Wildspitze-Inlandflüge-LBS MH01-007299.tif	0	1	0	1
44496	File:ETH-BIB-Wildspitze-LBS H1-020187.tif	0	1	0	1
44493	File:ETH-BIB-Wildspitze, Ötztaler Alpen-Inlandflüge-LBS MH01-007970.tif	0	1	0	1
44491	File:ETH-BIB-Wildspitze, Ötztaler Alpen, Aufnahmerichtung OSO-Inlandflüge-LBS MH01-007967.tif	0	1	0	1
44492	File:ETH-BIB-Wildspitze, Ötztaler Alpen, Aufnahmerichtung OSO-Inlandflüge-LBS MH01-007969.tif	0	1	0	1
44488	File:ETH-BIB-Wildspitze, Taschachferner-LBS H1-020304.tif	0	1	0	1
44489	File:ETH-BIB-Wildspitze, Taschachferner-LBS H1-020305.tif	0	1	0	1
44490	File:ETH-BIB-Wildspitze, Taschachferner-LBS H1-020306.tif	0	1	0	1
44497	File:ETH-BIB-Wildstrubel aus 3400 m-Inlandflüge-LBS MH01-005905.tif	0	1	0	1
44498	File:ETH-BIB-Wildstrubel v. N. W. aus 3400 m-Inlandflüge-LBS MH01-005752.tif	0	1	0	1
44499	File:ETH-BIB-Wildstrubel v. S. aus 400 m-Inlandflüge-LBS MH01-004317.tif	0	1	0	1
44500	File:ETH-BIB-Wildstrubel von der Gemmi aus, aus 1000 m-Inlandflüge-LBS MH01-000457.tif	0	1	0	1
44506	File:ETH-BIB-Wildstrubel-LBS H1-020258.tif	0	1	0	1
44501	File:ETH-BIB-Wildstrubel, Monte Leone, Weissmies-LBS H1-012843.tif	0	1	0	1
44502	File:ETH-BIB-Wildstrubel, Walliser Alpen-LBS H1-019132.tif	0	1	0	1
44503	File:ETH-BIB-Wildstrubel, Wildstrubelgletscher, Gletscherhorn v. W. aus 3400 m-Inlandflüge-LBS MH01-005753.tif	0	1	0	1
44504	File:ETH-BIB-Wildstrubel, Wildstrubelgletscher, Wengneralp, Jungfrau v. N. aus 3000 m-Inlandflüge-LBS MH01-005733.tif	0	1	0	1
44509	File:ETH-BIB-Wilen bei Neunforn, Stammheim v. O. aus 300 m-Inlandflüge-LBS MH01-005394.tif	0	1	0	1
44517	File:ETH-BIB-Wiler bei Utzenstorf-LBS H1-012031.tif	1	1	0	2
44518	File:ETH-BIB-Wiler bei Utzenstorf-LBS H1-028651.tif	2	0	0	2
44520	File:ETH-BIB-Wiler, Gräslikon-LBS H1-017236.tif	0	1	0	1
44521	File:ETH-BIB-Wilerhorn ob Brienzwiler, Aaretal, Brienzersee, Thunersee v. N. O. aus 3800 m-Inlandflüge-LBS MH01-000330.tif	0	1	0	1
44522	File:ETH-BIB-Wilerhorn, Bietschhorn, Blindenhorn v. W. aus 4200 m-Inlandflüge-LBS MH01-006208.tif	0	1	0	1
44523	File:ETH-BIB-Wilerhorn, Bietschhorn, Blindenhornkette v. W. aus 4200 m-Inlandflüge-LBS MH01-006207.tif	0	1	0	1
44524	File:ETH-BIB-Wilerhorn, Brienzersee, Thunersee v. O. aus 3700 m-Inlandflüge-LBS MH01-000329.tif	0	1	0	1
44533	File:ETH-BIB-Wilhof, Sennhof bei Russikon-LBS H1-019783.tif	0	1	0	1
44534	File:ETH-BIB-Wille, Ulrich (1848-1925)-Portrait-Portr 12676.tif	0	0	1	1
44537	File:ETH-BIB-Willerzell-LBS H1-015367.tif	2	1	0	3
44538	File:ETH-BIB-Willerzell-LBS H1-015368.tif	0	1	0	1
44535	File:ETH-BIB-Willerzell, Sihltal, Aubrig v. N. aus 900 m-Inlandflüge-LBS MH01-004183.tif	1	1	0	2
44539	File:ETH-BIB-Willisau v. N. O. aus 300 m-Inlandflüge-LBS MH01-002823.tif	0	1	0	1
44540	File:ETH-BIB-Willisau v. N. O. aus 300 m-Inlandflüge-LBS MH01-002824.tif	0	1	0	1
44541	File:ETH-BIB-Willisau v. O. aus 300 m-Inlandflüge-LBS MH01-002822.tif	0	1	0	1
44545	File:ETH-BIB-Willisau-LBS H1-011744.tif	0	1	0	1
44547	File:ETH-BIB-Willisau-LBS H1-029038.tif	0	1	0	1
44552	File:ETH-BIB-Willisau-LBS H1-029043.tif	0	1	0	1
44554	File:ETH-BIB-Willstätter, Richard (1872-1942)-Portrait-Portr 07881.tif	1	0	0	1
44561	File:ETH-BIB-Wimmis-LBS H1-014188.tif	0	1	0	1
44562	File:ETH-BIB-Wimmis-LBS H1-014189.tif	0	1	0	1
44563	File:ETH-BIB-Wimmis-LBS H1-020047.tif	0	1	0	1
44555	File:ETH-BIB-Wimmis, Burgflue-LBS H1-014190.tif	3	1	0	4
44556	File:ETH-BIB-Wimmis, Burgfluh aus 800 m-Inlandflüge-LBS MH01-001215.tif	0	1	0	1
44559	File:ETH-BIB-Wimmis, Simmenflue, Stockhorn aus 1000 m-Inlandflüge-LBS MH01-001214.tif	0	1	0	1
44560	File:ETH-BIB-Wimmis, Spiezwiler Kander aus 3000 m-Inlandflüge-LBS MH01-000438.tif	0	1	0	1
44573	File:ETH-BIB-Windgälle, Klausenpassgebiet v. N. O. aus 3800 m-Inlandflüge-LBS MH01-000324.tif	0	1	0	1
44574	File:ETH-BIB-Windgälle, Tödi-LBS H1-020552.tif	0	1	0	1
44581	File:ETH-BIB-Windgällen-Inlandflüge-LBS MH01-006581.tif	0	1	0	1
44582	File:ETH-BIB-Windgällen-Inlandflüge-LBS MH01-007438.tif	0	1	0	1
44583	File:ETH-BIB-Windgällen-Inlandflüge-LBS MH01-007440.tif	0	1	0	1
44584	File:ETH-BIB-Windgällen-Inlandflüge-LBS MH01-007567.tif	0	1	0	1
44585	File:ETH-BIB-Windgällen-Inlandflüge-LBS MH01-007569.tif	0	1	0	1
44586	File:ETH-BIB-Windgällen-Inlandflüge-LBS MH01-008240.tif	0	1	0	1
44578	File:ETH-BIB-Windgällen, Schächentaler aus 2800 m-Inlandflüge-LBS MH01-000971.tif	0	1	0	1
44579	File:ETH-BIB-Windgällen, Schärhorn, Hüfifirn, Tödi v. W. aus 3600 m-Inlandflüge-LBS MH01-002396.tif	0	1	0	1
44580	File:ETH-BIB-Windgällen, Schärhorn, Seevelisee v. S. W. aus 3600 m-Inlandflüge-LBS MH01-002398.tif	0	1	0	1
44589	File:ETH-BIB-Windisch mit Industrie v. O. aus 400 m-Inlandflüge-LBS MH01-003615.tif	0	1	0	1
44607	File:ETH-BIB-Windisch-LBS H1-008521.tif	0	1	0	1
44608	File:ETH-BIB-Windisch-LBS H1-010896.tif	0	1	0	1
44590	File:ETH-BIB-Windisch, Aare, Reuss - Limmat Zusammenfluss, Turgi aus 2600 m-Inlandflüge-LBS MH01-000427.tif	0	1	0	1
44591	File:ETH-BIB-Windisch, Brugg, Jura, Oberburg v. S. O. aus 400 m-Inlandflüge-LBS MH01-004547.tif	0	1	0	1
44592	File:ETH-BIB-Windisch, Brugg, Königsfelden-LBS H1-010887.tif	0	1	0	1
44593	File:ETH-BIB-Windisch, Gebensdorf, Turgi, Limmat-Reuss-Mündung-Inlandflüge-LBS MH01-002651.tif	0	1	0	1
44594	File:ETH-BIB-Windisch, Gebenstorf, Turgi v. S. W. aus 1000 m-Inlandflüge-LBS MH01-000514.tif	0	1	0	1
44595	File:ETH-BIB-Windisch, Gebenstorf, Turgi, Würenlingen-LBS H1-014810.tif	0	1	0	1
44597	File:ETH-BIB-Windisch, Römisches Amphitheater Vindonissa FALSCHES BILD-LBS H1-013047.tif	0	1	0	1
44598	File:ETH-BIB-Windisch, Römisches Amphitheater Vindonissa-LBS H1-010893.tif	0	1	0	1
44599	File:ETH-BIB-Windisch, Römisches Amphitheater Vindonissa-LBS H1-010894.tif	0	1	0	1
44600	File:ETH-BIB-Windisch, Römisches Amphitheater Vindonissa-LBS H1-010895.tif	0	1	0	1
